gene_list,time
mutL,50000
hflK,50000
yjeB,50000
aidB,50000
aidB,50000
sgaU,50000
ECB_04072,50000
cycA,50000
ytfN,50000
ytfQ,50000
fbp,50000
mpl,50000
nrdD,50000
treC,50000
pyrL,50000
yjgR,50000
yjhB,50000
ECB_04148,50000
fecB,50000
fimA,50000
mrr,50000
mdoB,50000
yjjQ,50000
yjjV,50000
serB,50000
nadR,50000
lasT,50000
