gene_list,time
yfiR,15000
ECB_02511,15000
ECB_02511,15000
gabD,15000
emrR,15000
gshA,15000
yqaB,15000
csrA,15000
alaS,15000
recA,15000
recA,15000
srlR,15000
ygbD,15000
ygbD,15000
hypF,15000
hypF,15000
hycG,15000
hycE,15000
hycD,15000
hycC,15000
ygbI,15000
nlpD,15000
pcm,15000
ygbO,15000
ygcN,15000
ygcP,15000
ygcW,15000
yqcE,15000
barA,15000
gudD,15000
ygdH,15000
sdaC,15000
fucI,15000
fucK,15000
ygdE,15000
recD,15000
ptr,15000
ppdB,15000
aas,15000
aas,15000
galR,15000
lysA,15000
ygeV,15000
ygeW,15000
ygeZ,15000
ygfK,15000
ygfU,15000
lysS,15000
xerD,15000
yqfB,15000
ygfA,15000
sbm,15000
argK,15000
yggD,15000
cmtA,15000
endA,15000
ECB_02816,15000
ECB_02816,15000
ECB_02821,15000
ECB_02828,15000
ECB_02831,15000
ECB_02838,15000
glcF,15000
glcD,15000
pitB,15000
yghU,15000
hybF,15000
hybC,15000
hybO,15000
exbD,15000
ygiQ,15000
ygiQ,15000
ygiU,15000
ygiV,15000
ygiY,15000
mdaB,15000
tolC,15000
rfaE,15000
ygiF,15000
ttdB,15000
ebgA,15000
uxaA,15000
uxaA,15000
uxaC,15000
yhaJ,15000
yhaM,15000
agaZ,15000
agaA,15000
yraI,15000
yraJ,15000
yraM,15000
yhbS,15000
yhbV,15000
mtr,15000
nlpI,15000
nlpI,15000
infB,15000
infB,15000
yhbX,15000
glmM,15000
yhbE,15000
yrbG,15000
yhbG,15000
yhbH,15000
arcB,15000
yhcC,15000
gltB,15000
gltB,15000
nanA,15000
yhcM,15000
yhdG,15000
acrF,15000
acrF,15000
rrmB,15000
rplO,15000
rpsE,15000
rplP,15000
rplW,15000
gspA,15000
gspA,15000
gspI,15000
gspM,15000
gspO,15000
chiA,15000
fusA,15000
kefB,15000
nirB,15000
cysG,15000
yhfM,15000
yhfT,15000
yhfV,15000
yhfZ,15000
hofQ,15000
envZ,15000
feoB,15000
yhgH,15000
gntT,15000
malT,15000
malT,15000
malT,15000
rtcB,15000
yzgL,15000
ECB_03279,15000
glgP,15000
glgX,15000
glgB,15000
ugpQ,15000
ugpC,15000
yhhN,15000
yhhS,15000
acpT,15000
nikD,15000
nikE,15000
yhiM,15000
yhiN,15000
yhiP,15000
yhiS,15000
hdeB,15000
hdeA,15000
yhiW,15000
treF,15000
yhjD,15000
yhjG,15000
yhjU,15000
dppC,15000
dppA,15000
bisC,15000
xylB,15000
xylA,15000
xylG,15000
xylR,15000
malS,15000
malS,15000
avtA,15000
yiaI,15000
yiaV,15000
selB,15000
yibF,15000
rhsA,15000
rhsA,15000
yibA,15000
yibG,15000
yibH,15000
ECB_03460,15000
ECB_03460,15000
tdh,15000
waaV,15000
waaV,15000
waaW,15000
waaW,15000
waaT,15000
waaT,15000
slmA,15000
pyrE,15000
spoT,15000
ECB_03521,15000
ECB_03525,15000
yicO,15000
uhpC,15000
uhpB,15000
ilvB,15000
yidI,15000
dgoK,15000
gyrB,15000
tnaB,15000
bglF,15000
bglG,15000
bglG,15000
pstB,15000
pstA,15000
pstS,15000
glmS,15000
yieM,15000
yieP,15000
yifB,15000
yifB,15000
ilvG,15000
gppA,15000
wecD,15000
aslB,15000
pldA,15000
rhtB,15000
metR,15000
metE,15000
ECB_03716,15000
ECB_03719,15000
yigN,15000
rfaH,15000
yihD,15000
yihG,15000
yihO,15000
yihQ,15000
yihQ,15000
fdoG,15000
yiiG,15000
frvX,15000
rhaS,15000
hslU,15000
hslU,15000
katG,15000
gldA,15000
talC,15000
talC,15000
ppc,15000
udhA,15000
rpoC,15000
thiC,15000
zraR,15000
yjaB,15000
iclR,15000
metH,15000
yjbH,15000
lamB,15000
plsB,15000
yjbN,15000
qor,15000
uvrA,15000
yjcC,15000
yjcF,15000
yjcO,15000
yjcO,15000
alsC,15000
alsB,15000
phnJ,15000
phnC,15000
yjdA,15000
fumB,15000
yjdL,15000
cadA,15000
yjeA,15000
yjeM,15000
yjeM,15000
hflC,15000
yjfR,15000
ulaA,15000
sgaU,15000
sgaE,15000
ECB_04072,15000
ECB_04073,15000
ytfF,15000
ytfN,15000
ytfQ,15000
treC,15000
treR,15000
pyrL,15000
yjgB,15000
yis2,15000
fecB,15000
fecB,15000
fecA,15000
sgcR,15000
sgcA,15000
yjhQ,15000
fimI,15000
fimF,15000
yjiM,15000
yjiPQ,15000
hsdM,15000
hpaF,15000
hpaD,15000
tsr,15000
yjjA,15000
yjjP,15000
yjjQ,15000
bglJ,15000
yjjW,15000
yjjW,15000
yjjI,15000
deoC,15000
deoA,15000
lplA,15000
lplA,15000
serB,15000
nadR,15000
thrA,20000
thrA,20000
thrC,20000
dnaJ,20000
nhaR,20000
carA,20000
carA,20000
caiT,20000
surA,20000
imp,20000
polB,20000
araA,20000
thiP,20000
yabN,20000
yabN,20000
yabB,20000
ftsL,20000
murF,20000
murG,20000
ftsQ,20000
mutT,20000
yacF,20000
guaC,20000
aceE,20000
yacH,20000
acnB,20000
yacC,20000
yadD,20000
yadC,20000
pcnB,20000
pfs,20000
cdaR,20000
dapD,20000
glnD,20000
map,20000
yaeL,20000
dnaE,20000
ldcC,20000
yaeQ,20000
cutF,20000
metN,20000
metN,20000
dkgB,20000
yafT,20000
yafQ,20000
crl,20000
yagV,20000
yagV,20000
yagW,20000
yagX,20000
eaeH,20000
eaeH,20000
eaeH,20000
ykgG,20000
ykgH,20000
yahA,20000
yahE,20000
yahE,20000
yahG,20000
yahJ,20000
prpD,20000
lacZ,20000
mhpR,20000
mhpR,20000
mhpB,20000
yaiO,20000
tauB,20000
yaiT,20000
yaiT,20000
sbmA,20000
yaiE,20000
rdgC,20000
araJ,20000
phoR,20000
proY,20000
malZ,20000
tgt,20000
secD,20000
secD,20000
tsx,20000
tsx,20000
xseB,20000
thiI,20000
cyoA,20000
ybaY,20000
acrB,20000
acrA,20000
kefA,20000
kefA,20000
adk,20000
ybaL,20000
ybaL,20000
ybaP,20000
copA,20000
ylbH,20000
gcl,20000
hyi,20000
glxR,20000
allB,20000
ybbY,20000
purK,20000
ybcI,20000
sfmD,20000
sfmF,20000
sfmF,20000
ybcL,20000
ybcM,20000
nfrA,20000
nfrA,20000
ECB_00529,20000
cusR,20000
cusC,20000
ybdK,20000
insK-1,20000
fepA,20000
fepA,20000
fepE,20000
fepE,20000
fepC,20000
fepC,20000
fepD,20000
fepB,20000
fepB,20000
entC,20000
cstA,20000
ybdH,20000
ybdL,20000
ybdN,20000
ybdR,20000
citG,20000
citC,20000
citC,20000
ybeM,20000
ybeF,20000
mrdB,20000
mrdA,20000
leuS,20000
ybeL,20000
rihA,20000
gltK,20000
lnt,20000
ybeX,20000
nagE,20000
pgm,20000
speF,20000
speF,20000
ECB_00650,20000
kdpE,20000
kdpB,20000
ybfO,20000
yhhI,20000
ybgA,20000
ybgH,20000
ybgI,20000
ybgK,20000
sucB,20000
sucC,20000
hrsA,20000
hrsA,20000
ybgG,20000
tolR,20000
ybgR,20000
ybgR,20000
modF,20000
ybhH,20000
ybhJ,20000
ybhM,20000
dinG,20000
ybiB,20000
ybiL,20000
ybiN,20000
ybiP,20000
ybiW,20000
ybiW,20000
ybiW,20000
yliF,20000
yliF,20000
deoR,20000
ECB_00831,20000
ECB_00832,20000
ECB_00836,20000
ECB_00840,20000
ECB_00844,20000
ECB_00849,20000
ybjN,20000
ybjO,20000
ybjQ,20000
ybjS,20000
ybjS,20000
trxB,20000
ftsK,20000
ycaJ,20000
ycaM,20000
ycaM,20000
pflA,20000
pflA,20000
focA,20000
ycaO,20000
ycaO,20000
ycaP,20000
serC,20000
kdsB,20000
mukB,20000
pepN,20000
ycbS,20000
ycbS,20000
ycbU,20000
pqiA,20000
pqiB,20000
sulA,20000
yccS,20000
yccS,20000
hyaA,20000
appC,20000
yccC,20000
yccC,20000
cspH,20000
torR,20000
yccE,20000
ymdF,20000
ycdJ,20000
ycdK,20000
ycdO,20000
ycdR,20000
ycdR,20000
ycdW,20000
ycdX,20000
ycdZ,20000
csgG,20000
csgD,20000
mdoG,20000
grxB,20000
yceL,20000
yceL,20000
yceL,20000
rimJ,20000
yceH,20000
flgB,20000
flgJ,20000
flgK,20000
flgK,20000
rne,20000
fabH,20000
fabG,20000
fabF,20000
fhuE,20000
nagZ,20000
nagZ,20000
ycfW,20000
ycfZ,20000
potD,20000
ycfD,20000
ymfB,20000
ymfB,20000
ymfB,20000
ycgE,20000
ycgG,20000
ycgG,20000
hlyE,20000
umuC,20000
umuC,20000
ycgO,20000
ycgY,20000
dhaK,20000
dhaR,20000
ychM,20000
chaB,20000
ychP,20000
narL,20000
narK,20000
narG,20000
ychK,20000
ychK,20000
adhE,20000
oppA,20000
oppC,20000
trpC,20000
trpD,20000
topA,20000
ribA,20000
ribA,20000
yciR,20000
sapC,20000
aldH,20000
ordL,20000
goaG,20000
pspA,20000
ycjO,20000
ycjP,20000
ycjQ,20000
ycjS,20000
ycjT,20000
ycjU,20000
ycjV,20000
ycjV,20000
ompG,20000
ycjF,20000
abgB,20000
abgR,20000
ECB_01341,20000
ECB_01341,20000
ECB_01342,20000
ompN,20000
ydbD,20000
hrpA,20000
hrpA,20000
hrpA,20000
aldA,20000
gapC,20000
ydcJ,20000
tehA,20000
yncK,20000
ydcO,20000
ydcP,20000
ydcQ,20000
ydcV,20000
yncD,20000
yncG,20000
narY,20000
narZ,20000
narZ,20000
narU,20000
fdnG,20000
sfcA,20000
yddR,20000
dos,20000
yddW,20000
xasA,20000
pqqL,20000
yddB,20000
yddB,20000
yddA,20000
ydeO,20000
ECB_01464,20000
ECB_01467,20000
ydeU,20000
yneB,20000
yneH,20000
sotB,20000
lomR,20000
ECB_01510,20000
ECB_01530,20000
ECB_01546,20000
speG,20000
speG,20000
ynfE,20000
ynfE,20000
ynfI,20000
ynfM,20000
ydgA,20000
uidB,20000
uidA,20000
hdhA,20000
ydgJ,20000
rnfB,20000
rnfC,20000
pdxY,20000
tyrS,20000
ydhH,20000
lhr,20000
ydhQ,20000
ydhU,20000
ydhX,20000
ydhX,20000
ydhW,20000
pykF,20000
ydiM,20000
ydiN,20000
ydiQ,20000
ydiV,20000
pheS,20000
thrS,20000
thrS,20000
arpB,20000
yniA,20000
katE,20000
celB,20000
astD,20000
astD,20000
astC,20000
ynjB,20000
ynjC,20000
ydjE,20000
yeaD,20000
yeaE,20000
yeaH,20000
yeaJ,20000
yeaK,20000
yeaL,20000
yeaR,20000
yeaX,20000
fadD,20000
yoaA,20000
yoaB,20000
yoaE,20000
proQ,20000
yebT,20000
pphA,20000
yebA,20000
ruvB,20000
yecE,20000
yecP,20000
torZ,20000
torZ,20000
torY,20000
cheZ,20000
cheR,20000
tap,20000
tar,20000
flhC,20000
otsA,20000
tyrP,20000
yedX,20000
yedY,20000
yedZ,20000
yedZ,20000
yodB,20000
yeeI,20000
erfK,20000
ECB_01908,20000
sbcB,20000
yeeY,20000
hisI,20000
wbbB,20000
wbbB,20000
vioB,20000
wzx,20000
wzx,20000
rfbB,20000
wzxC,20000
wcaE,20000
wcaD,20000
wcaC,20000
wzc,20000
alkA,20000
yegL,20000
yegN,20000
yegO,20000
baeS,20000
yegZ,20000
ECB_02001,20000
ECB_02004,20000
ECB_02004,20000
gatD,20000
gatC,20000
yegT,20000
yegV,20000
yegV,20000
yegW,20000
metG,20000
metG,20000
metG,20000
metG,20000
molR,20000
yehI,20000
yeiA,20000
mglA,20000
yeiG,20000
yeiE,20000
yeiN,20000
yeiN,20000
yeiC,20000
fruK,20000
fruK,20000
yeiQ,20000
yejA,20000
yejB,20000
yejB,20000
yejF,20000
bcr,20000
ccmF,20000
ccmC,20000
napG,20000
alkB,20000
yojL,20000
rcsC,20000
rcsC,20000
atoS,20000
atoS,20000
atoC,20000
atoC,20000
atoC,20000
yfaS,20000
gyrA,20000
gyrA,20000
yfaL,20000
yfaL,20000
glpT,20000
yfaD,20000
yfaU,20000
yfaW,20000
pmrD,20000
nuoL,20000
nuoL,20000
nuoH,20000
nuoC,20000
yfbS,20000
ackA,20000
ackA,20000
pta,20000
yfcC,20000
yfcH,20000
hisP,20000
purF,20000
flk,20000
yfcTU,20000
yfcY,20000
evgA,20000
evgS,20000
yfdW,20000
yfeO,20000
yfeO,20000
nupC,20000
yfeA,20000
yfeD,20000
yfeS,20000
eutG,20000
maeB,20000
talA,20000
yffB,20000
ypfI,20000
ypfI,20000
gcvR,20000
hyfA,20000
hyfB,20000
hyfF,20000
perM,20000
upp,20000
xseA,20000
yfgJ,20000
yfhM,20000
pepB,20000
hcaE,20000
yphC,20000
yphH,20000
yphH,20000
yfhA,20000
yfhD,20000
yfiK,20000
pssA,20000
kgtP,20000
clpB,20000
yfiH,20000
rluD,20000
yfiR,20000
yfiR,20000
yfjD,20000
ECB_02511,20000
gabD,20000
gabD,20000
nrdE,20000
emrR,20000
gshA,20000
yqaB,20000
csrA,20000
alaS,20000
recA,20000
recA,20000
srlR,20000
ygbD,20000
hypF,20000
hypF,20000
hycG,20000
hycE,20000
