gene_list,time
spoT,500
mrdA,1000
pykF,1000
spoT,1000
pykF,1500
yqjK,1500
spoT,1500
mrdA,2000
pykF,2000
spoT,2000
mrdB,5000
pykF,5000
spoT,5000
bglG,5000
iclR,5000
thrA,10000
dnaJ,10000
nhaA,10000
carA,10000
surA,10000
hepA,10000
yabN,10000
ftsQ,10000
mutT,10000
aceE,10000
yadH,10000
yadC,10000
hrpB,10000
fhuA,10000
fhuD,10000
yaeH,10000
dapD,10000
map,10000
tsf,10000
yaeL,10000
yaeT,10000
dnaE,10000
yaeQ,10000
cutF,10000
metN,10000
phoE,10000
yagR,10000
yagW,10000
ykgH,10000
yahE,10000
yahJ,10000
prpC,10000
prpD,10000
lacZ,10000
mhpA,10000
tauD,10000
yaiT,10000
sbmA,10000
araJ,10000
malZ,10000
tgt,10000
tsx,10000
xseB,10000
cyoA,10000
ampG,10000
ppiD,10000
ppiD,10000
ybaY,10000
maa,10000
hha,10000
acrB,10000
kefA,10000
adk,10000
ybaL,10000
ybaT,10000
glxR,10000
allB,10000
ybbY,10000
purK,10000
sfmD,10000
nfrA,10000
ECB_00529,10000
ybdK,10000
fepA,10000
fepE,10000
fepE,10000
fepC,10000
fepC,10000
fepD,10000
fepD,10000
ybdA,10000
fepB,10000
ybdH,10000
ybdR,10000
ccrB,10000
ybeF,10000
mrdB,10000
mrdB,10000
nadD,10000
leuS,10000
gltK,10000
lnt,10000
nagE,10000
ybfM,10000
pgm,10000
speF,10000
kdpE,10000
kdpD,10000
ybfO,10000
yhhI,10000
ybgH,10000
ybgI,10000
ybgK,10000
ybgK,10000
sucC,10000
tolR,10000
ybgR,10000
ybgS,10000
modF,10000
ybhH,10000
ECB_00733,10000
ybhM,10000
dinG,10000
ybiL,10000
ybiN,10000
yliF,10000
ECB_00831,10000
ECB_00832,10000
ECB_00844,10000
ybjO,10000
ybjQ,10000
ybjS,10000
ybjS,10000
pflA,10000
pflA,10000
ycaO,10000
serC,10000
rpsA,10000
kdsB,10000
mukB,10000
mukB,10000
ycbB,10000
pncB,10000
pepN,10000
ycbS,10000
ycbS,10000
ycbU,10000
pqiB,10000
sulA,10000
yccS,10000
yccS,10000
yccC,10000
yccE,10000
ycdL,10000
putA,10000
ycdR,10000
ycdR,10000
ycdW,10000
ycdX,10000
ycdZ,10000
csgG,10000
csgD,10000
yceL,10000
rimJ,10000
yceH,10000
flgJ,10000
rne,10000
fabH,10000
fabF,10000
fhuE,10000
nagZ,10000
nagZ,10000
ycfW,10000
ycfZ,10000
potA,10000
ymfB,10000
ycgX,10000
hlyE,10000
umuC,10000
ycgB,10000
ycgV,10000
prfA,10000
chaB,10000
narL,10000
narK,10000
narG,10000
ychK,10000
oppA,10000
trpC,10000
trpD,10000
topA,10000
ribA,10000
ribA,10000
yciW,10000
goaG,10000
pspA,10000
ycjV,10000
ycjV,10000
ycjF,10000
abgR,10000
trkG,10000
ECB_01341,10000
ECB_01341,10000
ynbC,10000
hrpA,10000
hrpA,10000
ydcJ,10000
rimL,10000
yncK,10000
ydcV,10000
yncD,10000
yncG,10000
ECB_01416,10000
yddH,10000
narZ,10000
sfcA,10000
yddR,10000
yddW,10000
xasA,10000
pqqL,10000
yddA,10000
ECB_01467,10000
yneH,10000
sotB,10000
sotB,10000
ECB_01534,10000
ECB_01546,10000
speG,10000
speG,10000
ynfE,10000
ynfF,10000
ydgD,10000
malX,10000
rnfB,10000
rnfD,10000
gst,10000
tyrS,10000
ydhJ,10000
nemA,10000
purR,10000
ydhQ,10000
ydhW,10000
pykF,10000
ydiH,10000
ydiM,10000
ydiN,10000
ydiS,10000
ydiV,10000
yniA,10000
katE,10000
ydjC,10000
celF,10000
astD,10000
ynjE,10000
selD,10000
yeaE,10000
yeaH,10000
yeaL,10000
yeaN,10000
yeaO,10000
yeaR,10000
yoaA,10000
yoaB,10000
proQ,10000
yebA,10000
ruvB,10000
aspS,10000
yecE,10000
yecE,10000
yecP,10000
torZ,10000
argS,10000
cheZ,10000
araG,10000
araG,10000
tyrP,10000
tyrP,10000
yedW,10000
yedW,10000
yedY,10000
yedZ,10000
yodA,10000
yeeJ,10000
yeeJ,10000
shiA,10000
cbl,10000
erfK,10000
ECB_01908,10000
sbcB,10000
hisG,10000
hisC,10000
hisI,10000
wbbB,10000
wbbB,10000
wbbB,10000
wzx,10000
wzx,10000
rfbB,10000
wcaE,10000
wcaC,10000
alkA,10000
yegN,10000
baeS,10000
yegZ,10000
ECB_02001,10000
ECB_02004,10000
gatD,10000
yegT,10000
yegV,10000
yegV,10000
yegW,10000
metG,10000
metG,10000
molR,10000
yehI,10000
yehX,10000
yeiA,10000
yeiN,10000
yeiQ,10000
yejB,10000
yejH,10000
yejL,10000
ccmA,10000
alkB,10000
yojL,10000
atoS,10000
yfaS,10000
gyrA,10000
yfaL,10000
nrdA,10000
yfaD,10000
yfaW,10000
yfbG,10000
pmrD,10000
elaD,10000
nuoL,10000
nuoL,10000
nuoH,10000
yfbS,10000
pta,10000
yfcC,10000
yfcC,10000
yfcH,10000
hisP,10000
evgA,10000
yfdW,10000
ypdA,10000
yfeO,10000
nupC,10000
yfeD,10000
yfeS,10000
eutH,10000
talA,10000
aegA,10000
ypfI,10000
ypfI,10000
ypfI,10000
gcvR,10000
hyfA,10000
hyfF,10000
hyfG,10000
perM,10000
uraA,10000
uraA,10000
sseA,10000
yphC,10000
yphH,10000
yfhG,10000
nadB,10000
yfiK,10000
yfiR,10000
yfjG,10000
ECB_02511,10000
gabD,10000
gabP,10000
ygaW,10000
gshA,10000
alaS,10000
alaS,10000
recA,10000
ygbD,10000
hycE,10000
hycC,10000
fhlA,10000
pphB,10000
ygbI,10000
ygbM,10000
nlpD,10000
ygbO,10000
iap,10000
ygcO,10000
ygcW,10000
ygcF,10000
barA,10000
gudD,10000
ygdH,10000
sdaC,10000
fucI,10000
fucK,10000
recD,10000
ppdB,10000
ptsP,10000
aas,10000
kduD,10000
ygeW,10000
ygeX,10000
ygeZ,10000
ygfK,10000
ygfU,10000
lysS,10000
xerD,10000
yqfB,10000
ygfA,10000
argK,10000
pgk,10000
yggD,10000
cmtA,10000
yeeW,10000
ECB_02816,10000
ECB_02821,10000
ECB_02827,10000
ECB_02831,10000
yghJ,10000
ECB_02851,10000
yghU,10000
hybC,10000
hybO,10000
exbD,10000
ygiV,10000
ygiY,10000
ygiL,10000
yqiH,10000
ygiF,10000
yqjH,10000
ebgA,10000
uxaC,10000
yhaJ,10000
yhaM,10000
agaA,10000
yraJ,10000
yraR,10000
yhbU,10000
infB,10000
infB,10000
glmM,10000
yrbG,10000
yrbH,10000
yhbG,10000
yhbH,10000
arcB,10000
yhcC,10000
gltB,10000
mdh,10000
argR,10000
yhdP,10000
rng,10000
mreD,10000
yhdH,10000
yhdG,10000
acrF,10000
acrF,10000
rrmB,10000
mscL,10000
rpsE,10000
rplW,10000
gspA,10000
gspC,10000
gspC,10000
gspD,10000
gspI,10000
gspL,10000
gspM,10000
chiA,10000
fusA,10000
nirB,10000
cysG,10000
yhfL,10000
yhfN,10000
yhfQ,10000
yhfZ,10000
hofQ,10000
yhgE,10000
pckA,10000
feoB,10000
feoB,10000
gntT,10000
malT,10000
malT,10000
malT,10000
rtcB,10000
yzgL,10000
glgP,10000
glgB,10000
yhhN,10000
yhhS,10000
acpT,10000
nikE,10000
rhsB,10000
yhhH,10000
yhiN,10000
yhiP,10000
hdeA,10000
yhiU,10000
yhjG,10000
yhjU,10000
yiaF,10000
xylB,10000
xylA,10000
xylR,10000
malS,10000
avtA,10000
yiaV,10000
selB,10000
yibA,10000
yibA,10000
yibG,10000
yibH,10000
ECB_03460,10000
waaV,10000
waaV,10000
waaV,10000
waaW,10000
waaW,10000
waaT,10000
spoT,10000
spoT,10000
ECB_03521,10000
ECB_03525,10000
ECB_03525,10000
ECB_03531,10000
yicO,10000
yicO,10000
uhpC,10000
uhpB,10000
yidI,10000
yidC,10000
yieF,10000
yieJ,10000
bglG,10000
glmS,10000
atpC,10000
yieM,10000
yieO,10000
yifB,10000
yifB,10000
yifB,10000
ilvG,10000
aslB,10000
hemX,10000
pldA,10000
rhtB,10000
rhtB,10000
metE,10000
ECB_03710,10000
ECB_03716,10000
ECB_03719,10000
yihG,10000
yihO,10000
yihP,10000
yihQ,10000
yihQ,10000
frvX,10000
rhaS,10000
yiiR,10000
hslU,10000
hslU,10000
talC,10000
talC,10000
udhA,10000
rpoB,10000
rpoB,10000
rpoC,10000
thiC,10000
zraR,10000
iclR,10000
yjbN,10000
yjbN,10000
qor,10000
dnaB,10000
uvrA,10000
yjcF,10000
alsB,10000
phnJ,10000
phnC,10000
melB,10000
yjeA,10000
yjeM,10000
yjeM,10000
yjeE,10000
hflC,10000
yjfR,10000
sgaU,10000
sgaE,10000
ECB_04072,10000
ECB_04076,10000
ytfN,10000
ytfQ,10000
treC,10000
pyrL,10000
ECB_04148,10000
yis2,10000
fecB,10000
sgcC,10000
fimD,10000
fimF,10000
yjiPQ,10000
hsdM,10000
hsdM,10000
yjiY,10000
yjjP,10000
yjjQ,10000
bglJ,10000
prfC,10000
yjjW,10000
yjjW,10000
deoC,10000
deoA,10000
nadR,10000
gpmB,10000
lasT,10000
thrA,15000
thrA,15000
dnaJ,15000
nhaR,15000
carA,15000
carA,15000
caiT,15000
surA,15000
imp,15000
hepA,15000
polB,15000
araA,15000
thiP,15000
yabN,15000
yabN,15000
leuC,15000
ftsL,15000
murF,15000
murG,15000
ftsQ,15000
mutT,15000
guaC,15000
nadC,15000
aceE,15000
aceE,15000
yacH,15000
acnB,15000
yadG,15000
yadI,15000
yadD,15000
yadC,15000
yadL,15000
pcnB,15000
dapD,15000
glnD,15000
map,15000
tsf,15000
ispC,15000
yaeL,15000
dnaE,15000
dnaE,15000
ldcC,15000
yaeQ,15000
cutF,15000
metN,15000
yafQ,15000
prfH,15000
yagR,15000
yagV,15000
yagW,15000
eaeH,15000
eaeH,15000
eaeH,15000
eaeH,15000
ykgG,15000
ykgH,15000
yahE,15000
yahE,15000
yahJ,15000
prpD,15000
prpE,15000
lacZ,15000
mhpR,15000
mhpR,15000
mhpB,15000
yaiO,15000
yaiT,15000
sbmA,15000
yaiE,15000
rdgC,15000
araJ,15000
phoR,15000
proY,15000
malZ,15000
tgt,15000
secD,15000
secD,15000
tsx,15000
xseB,15000
cyoE,15000
cyoA,15000
ppiD,15000
ybaY,15000
maa,15000
hha,15000
ybaJ,15000
acrB,15000
kefA,15000
adk,15000
ybaL,15000
ybaP,15000
copA,15000
ybaT,15000
ylbH,15000
gcl,15000
gcl,15000
glxR,15000
glxR,15000
allB,15000
ybbY,15000
purK,15000
ybcI,15000
sfmD,15000
sfmF,15000
ybcL,15000
nfrA,15000
nfrA,15000
nfrA,15000
ECB_00529,15000
cusR,15000
cusC,15000
ybdK,15000
insK-1,15000
fepA,15000
fepE,15000
fepE,15000
fepC,15000
fepC,15000
fepD,15000
ybdA,15000
fepB,15000
fepB,15000
entC,15000
cstA,15000
ybdH,15000
ybdL,15000
ybdN,15000
ybdR,15000
citT,15000
citG,15000
citC,15000
citC,15000
dcuC,15000
ccrB,15000
ybeF,15000
mrdB,15000
mrdB,15000
mrdA,15000
leuS,15000
gltK,15000
ECB_00624,15000
lnt,15000
asnB,15000
nagE,15000
pgm,15000
speF,15000
speF,15000
ECB_00650,15000
kdpE,15000
kdpD,15000
kdpB,15000
ybfO,15000
yhhI,15000
ybgA,15000
ybgH,15000
ybgI,15000
ybgK,15000
sucB,15000
sucC,15000
hrsA,15000
tolR,15000
ybgR,15000
modF,15000
ybhH,15000
ECB_00733,15000
ybhM,15000
dinG,15000
ybiB,15000
ybiL,15000
ybiN,15000
ybiW,15000
yliF,15000
yliF,15000
ECB_00817,15000
ECB_00831,15000
ECB_00832,15000
ECB_00840,15000
ECB_00844,15000
ECB_00849,15000
ybjN,15000
ybjO,15000
ybjQ,15000
ybjS,15000
ybjS,15000
macB,15000
ftsK,15000
ycaM,15000
ycaM,15000
pflA,15000
pflA,15000
pflA,15000
pflA,15000
ycaO,15000
ycaP,15000
serC,15000
rpsA,15000
kdsB,15000
mukB,15000
pncB,15000
ycbS,15000
ycbS,15000
ycbU,15000
pqiA,15000
pqiA,15000
pqiB,15000
sulA,15000
yccS,15000
yccS,15000
hyaA,15000
appC,15000
yccC,15000
yccC,15000
cspH,15000
torR,15000
torA,15000
yccE,15000
ymdF,15000
ycdJ,15000
ycdN,15000
ycdR,15000
ycdR,15000
ycdW,15000
ycdX,15000
ycdZ,15000
csgG,15000
csgD,15000
mdoG,15000
grxB,15000
yceL,15000
yceL,15000
rimJ,15000
yceH,15000
flgB,15000
flgJ,15000
flgK,15000
flgK,15000
rne,15000
fabH,15000
fabG,15000
fabF,15000
fhuE,15000
nagZ,15000
nagZ,15000
ycfW,15000
ycfZ,15000
ycfD,15000
ymfB,15000
ymfB,15000
ycgG,15000
hlyE,15000
umuC,15000
umuC,15000
ycgO,15000
ycgY,15000
dhaK,15000
dhaR,15000
ycgV,15000
ychM,15000
chaB,15000
narL,15000
narK,15000
narG,15000
ychK,15000
ychK,15000
adhE,15000
trpA,15000
trpC,15000
trpD,15000
topA,15000
acnA,15000
ribA,15000
ribA,15000
yciR,15000
yciW,15000
aldH,15000
goaG,15000
pspA,15000
ycjO,15000
ycjQ,15000
ycjS,15000
ycjV,15000
ycjV,15000
ompG,15000
ycjF,15000
abgR,15000
