gene_list,time
ECB_01992,500
wecF,500
mrdA,1000
pykF,1000
ECB_01992,1000
spoT,1000
mrdA,1500
pykF,1500
ECB_01992,1500
spoT,1500
rbsD,1500
mrdA,2000
pykF,2000
spoT,2000
rihC,5000
caiT,5000
thiP,5000
ftsI,5000
murD,5000
coaE,5000
mrcB,5000
yadQ,5000
lpxA,5000
proA,5000
ykgE,5000
cynS,5000
ddl,5000
yaiI,5000
ybaL,5000
cueR,5000
ybbD,5000
ybbB,5000
gcl,5000
cusS,5000
rna,5000
mrdA,5000
ybgA,5000
sucB,5000
cydB,5000
tolA,5000
bioC,5000
uvrB,5000
pqiB,5000
hyaE,5000
appB,5000
yccC,5000
rne,5000
yceD,5000
treA,5000
narX,5000
oppF,5000
sapA,5000
ycjX,5000
ydcJ,5000
ydfI,5000
ynfL,5000
ydhH,5000
pykF,5000
celA,5000
sppA,5000
yeaV,5000
purT,5000
yecT,5000
flhB,5000
cobU,5000
ECB_01906,5000
asmA,5000
ECB_01999,5000
ECB_01999,5000
yehP,5000
yehV,5000
bglX,5000
yeiT,5000
yeiT,5000
yeiH,5000
yejM,5000
atoB,5000
emrY,5000
yfdZ,5000
mntH,5000
amiA,5000
yfgF,5000
nadB,5000
yfiC,5000
yfiF,5000
kgtP,5000
emrB,5000
ascG,5000
ascF,5000
hycC,5000
relA,5000
sdaC,5000
endA,5000
gshB,5000
ECB_02838,5000
ECB_02857,5000
yqhG,5000
yqiH,5000
ttdB,5000
tdcG,5000
agaY,5000
agaC,5000
infB,5000
yhdP,5000
prmA,5000
acrF,5000
gspD,5000
yhfS,5000
malQ,5000
yhjJ,5000
lyxK,5000
spoT,5000
kup,5000
hslU,5000
rplA,5000
iclR,5000
yjbH,5000
soxR,5000
phnC,5000
mutL,5000
ECB_04073,5000
valS,5000
fecD,5000
sgcX,5000
hsdM,5000
yjjM,5000
nadR,5000
dnaJ,10000
nhaA,10000
polB,10000
yabB,10000
ftsI,10000
mraY,10000
murD,10000
yacG,10000
coaE,10000
yadG,10000
yadE,10000
yadQ,10000
yadQ,10000
lpxA,10000
yaeB,10000
ECB_00212,10000
dinB,10000
proA,10000
proA,10000
yagX,10000
yagX,10000
ykgE,10000
yahA,10000
prpD,10000
cynS,10000
lacA,10000
frmA,10000
ECB_00376,10000
ampG,10000
tesB,10000
kefA,10000
kefA,10000
dnaX,10000
gsk,10000
ybaL,10000
cueR,10000
ybbD,10000
gcl,10000
ECB_00512,10000
cusS,10000
cstA,10000
dsbG,10000
rna,10000
citF,10000
mrdA,10000
mrdA,10000
nadD,10000
gltK,10000
asnB,10000
nagA,10000
potE,10000
kdpA,10000
ybfO,10000
ybgL,10000
ECB_00733,10000
bioC,10000
uvrB,10000
ECB_00831,10000
ECB_00833,10000
artM,10000
cydC,10000
ycaM,10000
ycaI,10000
mukB,10000
ycbL,10000
pqiB,10000
yccR,10000
hyaE,10000
appB,10000
ycdO,10000
phoH,10000
yceE,10000
yceI,10000
potB,10000
ycfD,10000
hlyE,10000
treA,10000
treA,10000
oppD,10000
trpB,10000
topA,10000
yciR,10000
sapA,10000
goaG,10000
ycjM,10000
ycjN,10000
ycjU,10000
ycjX,10000
pinR,10000
ydcA,10000
ydcJ,10000
yncA,10000
xasA,10000
ynfL,10000
rstB,10000
uidA,10000
ydhH,10000
ydhS,10000
pykF,10000
ydjA,10000
sppA,10000
ydjF,10000
yeaG,10000
ECB_01797,10000
yebK,10000
aspS,10000
yecT,10000
flhB,10000
cheB,10000
pgsA,10000
amn,10000
amn,10000
yeeO,10000
insD,10000
gnd,10000
ECB_01989,10000
ECB_01992,10000
ECB_01999,10000
ECB_02002,10000
ECB_02004,10000
fbaB,10000
ECB_02034,10000
ECB_02037,10000
ECB_02038,10000
bglX,10000
yohGH,10000
yeiT,10000
yeiA,10000
cirA,10000
yeiH,10000
yejA,10000
yejH,10000
yejM,10000
ccmA,10000
atoB,10000
nuoC,10000
nuoA,10000
yfcF,10000
accD,10000
yfcV,10000
yfdC,10000
yfdZ,10000
ypdB,10000
ypdD,10000
eutA,10000
hyfB,10000
ppk,10000
yfgM,10000
hcaT,10000
yphG,10000
yphH,10000
yfhB,10000
yfhL,10000
nadB,10000
yfiC,10000
yfiF,10000
