gene_list,time
pykF,500
ECB_01992,500
yijC,500
mrdA,1000
pykF,1000
ECB_01992,1000
spoT,1000
mrdA,1500
pykF,1500
ECB_01992,1500
spoT,1500
mrdA,2000
pykF,2000
menC,2000
yfhB,2000
spoT,2000
ftsI,5000
coaE,5000
yadQ,5000
prpD,5000
yaiC,5000
ampG,5000
kefA,5000
ybaL,5000
fsr,5000
cueR,5000
ybbD,5000
gcl,5000
cusS,5000
dsbG,5000
ahpF,5000
rna,5000
mrdA,5000
mrdA,5000
uvrB,5000
ECB_00833,5000
helD,5000
hyaE,5000
appB,5000
ychK,5000
sapA,5000
ycjN,5000
ycjU,5000
ydcJ,5000
norM,5000
pykF,5000
ydiQ,5000
aspS,5000
yecT,5000
flhB,5000
ECB_01999,5000
ECB_01999,5000
fbaB,5000
ECB_02034,5000
yejA,5000
yfcTU,5000
yfdZ,5000
yfeO,5000
ppk,5000
yphH,5000
nadB,5000
yfiC,5000
ascF,5000
ftsB,5000
relA,5000
gshB,5000
ECB_02838,5000
glcB,5000
ECB_02857,5000
yghB,5000
yqiH,5000
rpoD,5000
ygjU,5000
yhaM,5000
agaY,5000
agaC,5000
infB,5000
rpsE,5000
yhjJ,5000
spoT,5000
kup,5000
fdoG,5000
hslU,5000
nudC,5000
iclR,5000
yjbH,5000
alr,5000
nrfE,5000
phnC,5000
mutL,5000
rnr,5000
fimH,5000
yjjM,5000
leuP,5000
yjjW,5000
nadR,5000
thrA,10000
dnaJ,10000
nhaA,10000
caiE,10000
ftsI,10000
coaE,10000
yadG,10000
yadE,10000
yadE,10000
yadQ,10000
ECB_00212,10000
proA,10000
yagX,10000
prpD,10000
codB,10000
mhpT,10000
ampH,10000
sbmA,10000
ampG,10000
kefA,10000
kefA,10000
dnaX,10000
ybaL,10000
cueR,10000
rhsD,10000
ybbD,10000
gcl,10000
ylbE,10000
cusS,10000
cusA,10000
cstA,10000
dsbG,10000
rna,10000
mrdA,10000
mrdA,10000
ybeQ,10000
ybfO,10000
yhhI,10000
yhhI,10000
ECB_00735,10000
uvrB,10000
ybiL,10000
ECB_00831,10000
ECB_00833,10000
mukB,10000
ycbL,10000
ycbF,10000
ycbW,10000
hyaE,10000
appB,10000
ymcC,10000
torD,10000
putA,10000
yceI,10000
ndh,10000
ycfX,10000
ymgA,10000
hlyE,10000
topA,10000
sapA,10000
ycjM,10000
ycjN,10000
ycjU,10000
ynbA,10000
ydcJ,10000
fdnI,10000
xasA,10000
rstB,10000
pykF,10000
ydiL,10000
yeaG,10000
fadD,10000
yebO,10000
ECB_01797,10000
aspS,10000
yecT,10000
flhB,10000
otsA,10000
insD,10000
ECB_01992,10000
ECB_01999,10000
ECB_02002,10000
fbaB,10000
ECB_02034,10000
yohGH,10000
yohI,10000
cirA,10000
yejA,10000
yejH,10000
yejM,10000
atoB,10000
yfaL,10000
yfbG,10000
nuoE,10000
yfbT,10000
accD,10000
yfdZ,10000
eutA,10000
ppk,10000
hcaT,10000
yphH,10000
yfhB,10000
nadB,10000
yfiC,10000
clpB,10000
ECB_02510,10000
ygaF,10000
ygaZ,10000
hypF,10000
ascF,10000
ascB,10000
relA,10000
sdaC,10000
csdA,10000
ptsP,10000
gshB,10000
yeeR,10000
ECB_02838,10000
glcC,10000
ECB_02855,10000
ECB_02857,10000
yqiH,10000
rpoD,10000
yhaM,10000
agaZ,10000
agaY,10000
agaC,10000
yraR,10000
mtr,10000
infB,10000
yrbH,10000
gltB,10000
yhdP,10000
acrF,10000
rpsE,10000
envZ,10000
malT,10000
yhhI,10000
yhjJ,10000
xylH,10000
mtlA,10000
spoT,10000
gltS,10000
ECB_03523,10000
tnaA,10000
kup,10000
kup,10000
leuT,10000
ECB_03711,10000
yiiE,10000
fdoG,10000
kdgT,10000
hslU,10000
argB,10000
nudC,10000
iclR,10000
metH,10000
metH,10000
yjbH,10000
alr,10000
nrfE,10000
yjcR,10000
phnH,10000
phnC,10000
yjdA,10000
melB,10000
mutL,10000
rnr,10000
nrdD,10000
valS,10000
yjgR,10000
fimH,10000
hsdR,10000
yjjM,10000
nadR,10000
thrA,15000
ispH,15000
caiA,15000
yabF,15000
ftsI,15000
coaE,15000
ampD,15000
speE,15000
htrE,15000
yadQ,15000
uppS,15000
tilS,15000
yaeB,15000
yagR,15000
ykgK,15000
prpD,15000
