gene_list,time
topA,500
yijC,500
topA,1000
spoT,1000
topA,1500
pykF,1500
spoT,1500
topA,2000
pykF,2000
spoT,2000
ybaL,5000
mrdA,5000
nagC,5000
topA,5000
pykF,5000
yegI,5000
infB,5000
malT,5000
spoT,5000
hslU,5000
nadR,5000
araJ,10000
ybaL,10000
mrdA,10000
nagC,10000
pflB,10000
topA,10000
xasA,10000
pykF,10000
yegI,10000
yghJ,10000
infB,10000
gltB,10000
rpsM,10000
malT,10000
spoT,10000
hslU,10000
pflC,10000
hsdM,10000
pcnB,15000
insB-2,15000
araJ,15000
ybaL,15000
mrdA,15000
nagC,15000
dhaM,15000
topA,15000
pykF,15000
ynjI,15000
yegI,15000
ECB_02816,15000
yghJ,15000
ebgR,15000
infB,15000
arcB,15000
gltB,15000
rpsM,15000
malT,15000
glpE,15000
spoT,15000
hslU,15000
pflC,15000
iclR,15000
fimA,15000
nadR,15000
pcnB,20000
insB-2,20000
araJ,20000
ybaL,20000
mrdA,20000
gltI,20000
nagC,20000
dhaM,20000
topA,20000
pykF,20000
ynjI,20000
yegI,20000
nrdE,20000
hypF,20000
ECB_02816,20000
yghJ,20000
ebgR,20000
infB,20000
arcB,20000
gltB,20000
rpsD,20000
rpsM,20000
malT,20000
glpE,20000
spoT,20000
hslU,20000
pflC,20000
iclR,20000
fimA,20000
nadR,20000
thrA,30000
yaaH,30000
murD,30000
mutT,30000
pdhR,30000
yadK,30000
htrE,30000
pcnB,30000
pfs,30000
ldcC,30000
insB-2,30000
yhhI,30000
fhiA,30000
ykgF,30000
yahK,30000
prpE,30000
cynT,30000
cynX,30000
yajF,30000
araJ,30000
sbcC,30000
secF,30000
ribH,30000
maa,30000
kefA,30000
apt,30000
ybaL,30000
ybbP,30000
ybbS,30000
hyi,30000
allC,30000
cysS,30000
sfmH,30000
ybcM,30000
nfrA,30000
cusR,30000
cusA,30000
citA,30000
mrdA,30000
ybeR,30000
gltI,30000
nagC,30000
kdpB,30000
ybfO,30000
ybfO,30000
phrB,30000
ybgJ,30000
ybgK,30000
abrB,30000
ybgQ,30000
sucB,30000
ybhC,30000
ECB_00732,30000
ybhO,30000
yliG,30000
ECB_00833,30000
artM,30000
ybjE,30000
clpA,30000
pflB,30000
pflB,30000
ycbB,30000
ycbS,30000
ompA,30000
torA,30000
ycdI,30000
ycdO,30000
ymdC,30000
yceE,30000
pyrC,30000
ycfH,30000
fhuE,30000
ycfS,30000
pepT,30000
ymgC,30000
ycgG,30000
ycgH,30000
dhaM,30000
narX,30000
yciK,30000
topA,30000
topA,30000
pyrF,30000
yciR,30000
sapA,30000
ycjK,30000
mppA,30000
ynaI,30000
ogt,30000
ydfQ,30000
ynbB,30000
ydcP,30000
narU,30000
yddG,30000
fdnH,30000
gadB,30000
ydeU,30000
yneE,30000
ynfD,30000
ynfI,30000
rstA,30000
malX,30000
ydgK,30000
ydgR,30000
pdxY,30000
lhr,30000
lhr,30000
ydhO,30000
pykF,30000
sufD,30000
ydiS,30000
ydiD,30000
ydiA,30000
ydjO,30000
celF,30000
celF,30000
ynjI,30000
sppA,30000
ydjH,30000
gapA,30000
yoaE,30000
yobB,30000
uvrC,30000
uvrY,30000
yedV,30000
yedX,30000
cbl,30000
yegD,30000
yegI,30000
yegT,30000
yegV,30000
metG,30000
yohI,30000
yeiH,30000
yejE,30000
yejK,30000
napA,30000
atoS,30000
gyrA,30000
yfaL,30000
glpC,30000
arnT,30000
ECB_02200,30000
nuoM,30000
nuoG,30000
yfcE,30000
accD,30000
yfdE,30000
yfdW,30000
ypdG,30000
crr,30000
amiA,30000
eutG,30000
eutT,30000
maeB,30000
talA,30000
acrD,30000
gcvR,30000
uraA,30000
yphA,30000
yfhB,30000
rncS,30000
lepA,30000
yfiF,30000
ECB_02509,30000
hycA,30000
ygbO,30000
ygcQ,30000
ygcE,30000
ECB_02621,30000
barA,30000
barA,30000
gudX,30000
yqcB,30000
fucK,30000
ygdI,30000
ygdL,30000
ptr,30000
recC,30000
ppdB,30000
aas,30000
yqeA,30000
prfB,30000
dsbC,30000
ygfY,30000
visC,30000
sbm,30000
yggB,30000
mutY,30000
ECB_02816,30000
ECB_02827,30000
yghG,30000
yghJ,30000
ECB_02851,30000
ygiQ,30000
parE,30000
ygiC,30000
ygiF,30000
aer,30000
ebgR,30000
ygjK,30000
ygjU,30000
yqjG,30000
tdcG,30000
agaY,30000
infB,30000
arcB,30000
gltB,30000
nanK,30000
dcuD,30000
rpsD,30000
rpsM,30000
yhfK,30000
pckA,30000
yhgF,30000
feoB,30000
malT,30000
malT,30000
rtcA,30000
glpE,30000
ECB_03279,30000
glgX,30000
yhgN,30000
gntU,30000
ugpC,30000
ugpA,30000
livK,30000
zntA,30000
acpT,30000
yhiI,30000
yhjJ,30000
bcsC,30000
yhjX,30000
cspA,30000
malS,30000
ECB_03437,30000
ECB_03438,30000
rhsA,30000
ECB_03460,30000
cysE,30000
secB,30000
waaO,30000
spoT,30000
yicK,30000
ade,30000
ade,30000
glvG,30000
glvBC,30000
dgoR,30000
yieH,30000
yieL,30000
bglF,30000
yifB,30000
ilvA,30000
yifN,30000
rep,30000
rffG,30000
ECB_03690,30000
rarD,30000
recQ,30000
metR,30000
ECB_03720,30000
ECB_03723,30000
ECB_03723,30000
yigN,30000
ubiB,30000
yigZ,30000
polA,30000
yihM,30000
fdhD,30000
frvR,30000
frvB,30000
frvA,30000
rhaD,30000
rhaD,30000
rhaA,30000
rhaR,30000
cdh,30000
glpF,30000
hslU,30000
gldA,30000
gldA,30000
ptsA,30000
pflC,30000
udhA,30000
rpoB,30000
thiC,30000
hupA,30000
yjaH,30000
yjaH,30000
iclR,30000
metH,30000
malE,30000
yjbI,30000
yjbN,30000
aphA,30000
nrfG,30000
basS,30000
lysU,30000
yjeK,30000
yjfC,30000
rpsF,30000
ECB_04071,30000
ECB_04076,30000
pyrB,30000
valS,30000
yjhE,30000
sgcX,30000
fimA,30000
fimH,30000
gntP,30000
yjiK,30000
yjiL,30000
hsdM,30000
hsdR,30000
hpaB,30000
yjiZ,30000
yjjG,30000
serB,30000
nadR,30000
thrA,40000
yaaH,40000
carB,40000
caiA,40000
murF,40000
murD,40000
mutT,40000
pdhR,40000
yadK,40000
htrE,40000
pcnB,40000
pfs,40000
ldcC,40000
ldcC,40000
insB-2,40000
yhhI,40000
fhiA,40000
ykgA,40000
ykgF,40000
betA,40000
betI,40000
yahJ,40000
yahK,40000
prpE,40000
cynR,40000
cynT,40000
cynX,40000
cynX,40000
mhpA,40000
yajF,40000
araJ,40000
sbcC,40000
secF,40000
ribH,40000
tig,40000
maa,40000
kefA,40000
apt,40000
aes,40000
ybaL,40000
fsr,40000
ybbA,40000
ybbP,40000
hyi,40000
allC,40000
cysS,40000
sfmH,40000
renD,40000
ybcM,40000
nfrA,40000
cusS,40000
cusR,40000
cusA,40000
citT,40000
citA,40000
ybeF,40000
mrdB,40000
mrdA,40000
ybeR,40000
gltI,40000
nagC,40000
kdpB,40000
ybfO,40000
ybfO,40000
phrB,40000
ybgJ,40000
ybgK,40000
abrB,40000
ybgQ,40000
sucB,40000
ybgG,40000
aroG,40000
ybhC,40000
ECB_00732,40000
uvrB,40000
ybhO,40000
ybiF,40000
ybiR,40000
ybiV,40000
yliG,40000
ECB_00833,40000
artM,40000
ybjR,40000
ybjE,40000
clpA,40000
pflB,40000
pflB,40000
ycbB,40000
ycbS,40000
ompA,40000
ycdI,40000
ycdO,40000
ycdS,40000
ymdC,40000
yceE,40000
pyrC,40000
flgD,40000
ycfH,40000
fhuE,40000
ycfS,40000
ymgC,40000
ycgG,40000
ycgH,40000
ycgM,40000
hlyE,40000
dhaM,40000
dhaR,40000
narX,40000
narK,40000
topA,40000
topA,40000
pyrF,40000
yciT,40000
yciR,40000
yciR,40000
yciW,40000
sapA,40000
goaG,40000
ycjG,40000
mppA,40000
mppA,40000
ynaI,40000
ogt,40000
ydfQ,40000
trkG,40000
ynbB,40000
trg,40000
ydcI,40000
ydcP,40000
narU,40000
yddG,40000
fdnG,40000
fdnH,40000
yddW,40000
gadB,40000
pqqL,40000
ydeU,40000
yneE,40000
yneE,40000
ydfJ,40000
ydfP,40000
speG,40000
ynfD,40000
ynfI,40000
ydgD,40000
rstA,40000
tus,40000
ydgK,40000
ydgR,40000
pdxY,40000
lhr,40000
lhr,40000
ydhO,40000
ECB_01628,40000
pykF,40000
sufD,40000
ydiS,40000
ydiD,40000
ydiA,40000
yniA,40000
ydjO,40000
celF,40000
celF,40000
astE,40000
ynjI,40000
sppA,40000
ydjH,40000
gapA,40000
yoaE,40000
yebZ,40000
yobB,40000
ptrB,40000
zwf,40000
znuC,40000
torY,40000
uvrC,40000
uvrY,40000
yedV,40000
yedX,40000
yeeJ,40000
cbl,40000
cobS,40000
yeeZ,40000
yegD,40000
yegI,40000
yegI,40000
gatB,40000
yegV,40000
metG,40000
yehM,40000
yohI,40000
cdd,40000
yeiH,40000
rtn,40000
yejE,40000
yejE,40000
yejK,40000
napA,40000
yojI,40000
yojL,40000
atoS,40000
gyrA,40000
yfaL,40000
glpC,40000
arnT,40000
menC,40000
yfbB,40000
ECB_02200,40000
nuoM,40000
nuoG,40000
pta,40000
yfcC,40000
yfcE,40000
hisM,40000
accD,40000
yfdE,40000
yfdW,40000
ypdE,40000
ypdG,40000
crr,40000
amiA,40000
eutC,40000
eutG,40000
eutT,40000
maeB,40000
talA,40000
acrD,40000
gcvR,40000
yfgC,40000
uraA,40000
hcaT,40000
yphA,40000
yfhB,40000
rncS,40000
rseB,40000
yfiF,40000
yfiO,40000
ECB_02509,40000
emrR,40000
hypF,40000
hycE,40000
hycA,40000
pphB,40000
ygbM,40000
ygcQ,40000
ygcE,40000
ECB_02621,40000
ygcG,40000
barA,40000
barA,40000
gudX,40000
yqcB,40000
sdaC,40000
ECB_02649,40000
fucK,40000
ygdI,40000
ygdL,40000
ptr,40000
recC,40000
ppdB,40000
ygeD,40000
aas,40000
yqeA,40000
ygfS,40000
prfB,40000
dsbC,40000
ygfY,40000
visC,40000
sbm,40000
sbm,40000
yggB,40000
mutY,40000
ECB_02816,40000
ECB_02827,40000
yghG,40000
yghJ,40000
yghJ,40000
ECB_02851,40000
yqhD,40000
ygiQ,40000
parE,40000
ygiC,40000
yqiG,40000
yqiI,40000
ygiF,40000
ygiP,40000
ebgR,40000
ygjK,40000
ygjU,40000
exuT,40000
yqjG,40000
yhaK,40000
