gene_list,time
topA,500
ECB_01992,500
mreD,500
mrdB,1000
ldrC,1000
pykF,1000
ECB_01992,1000
ytfN,1000
mrdB,1500
ldrC,1500
pykF,1500
ECB_01992,1500
yhhT,1500
ytfN,1500
yabB,2000
pykF,2000
yegP,2000
yiaN,2000
hslU,2000
yijC,2000
eaeH,5000
ybcQ,5000
mrdB,5000
phoH,5000
dinI,5000
ldrC,5000
topA,5000
pykF,5000
fadL,5000
malT,5000
hslU,5000
ytfN,5000
yabN,10000
ybaL,10000
ybcQ,10000
mrdB,10000
asnB,10000
ldrC,10000
topA,10000
pykF,10000
rnd,10000
sdaA,10000
fis,10000
rpsG,10000
malT,10000
hslU,10000
metL,10000
cycA,10000
ytfN,10000
yaaH,15000
ybaL,15000
ybcQ,15000
mrdB,15000
ldrC,15000
topA,15000
pykF,15000
ECB_01992,15000
ECB_02013,15000
rplS,15000
ECB_02816,15000
fis,15000
rpsG,15000
malT,15000
glpR,15000
waaT,15000
fadA,15000
hslU,15000
metL,15000
metL,15000
iclR,15000
ytfN,15000
nadR,15000
yaaH,20000
ybaL,20000
ybcQ,20000
ybeF,20000
ybeF,20000
mrdB,20000
ldrC,20000
topA,20000
ECB_01510,20000
pykF,20000
ECB_02013,20000
rplS,20000
ECB_02816,20000
fis,20000
rpsG,20000
envZ,20000
malT,20000
glpR,20000
ggt,20000
waaT,20000
hslU,20000
metL,20000
iclR,20000
ytfN,20000
ytfT,20000
fimA,20000
nadR,20000
yaaH,30000
insL-1,30000
insB-1,30000
leuA,30000
glnD,30000
yaeL,30000
yagU,30000
ybaL,30000
ybcQ,30000
cusS,30000
ybeF,30000
mrdB,30000
lysQ,30000
lrp,30000
ldrC,30000
topA,30000
ECB_01510,30000
pykF,30000
ECB_02001,30000
ECB_02013,30000
atoS,30000
rplS,30000
ECB_02816,30000
fis,30000
rpsG,30000
envZ,30000
malT,30000
glpR,30000
ggt,30000
rhsB,30000
waaT,30000
hslU,30000
metL,30000
iclR,30000
cycA,30000
ytfN,30000
fimA,30000
hsdM,30000
nadR,30000
yaaH,40000
insL-1,40000
insB-1,40000
leuA,40000
ddl,40000
yaeL,40000
yagU,40000
ybaJ,40000
ybaL,40000
gcl,40000
ybcQ,40000
cusS,40000
ybeF,40000
mrdB,40000
nagE,40000
lysQ,40000
ybjE,40000
lrp,40000
rimJ,40000
ldrC,40000
topA,40000
ycjC,40000
pinR,40000
ECB_01510,40000
pykF,40000
ydiD,40000
ydiY,40000
araG,40000
yeeI,40000
ECB_01992,40000
ECB_02001,40000
ECB_02013,40000
yehM,40000
mglB,40000
atoS,40000
narQ,40000
yfgI,40000
rplS,40000
ECB_02512,40000
yqeB,40000
ygfU,40000
ECB_02816,40000
arcB,40000
fis,40000
rpsG,40000
envZ,40000
malT,40000
glpR,40000
ggt,40000
yhhL,40000
yhhT,40000
rhsB,40000
dppA,40000
waaT,40000
yicL,40000
yidX,40000
yidX,40000
hslU,40000
metL,40000
metL,40000
metL,40000
rpoB,40000
aceA,40000
iclR,40000
dcuS,40000
ytfN,40000
ytfT,40000
fimA,40000
nadR,40000
thrA,50000
talB,50000
yaaH,50000
ECB_00022,50000
caiB,50000
caiT,50000
ksgA,50000
djlA,50000
hepA,50000
setA,50000
ftsI,50000
murF,50000
ddl,50000
aroP,50000
cueO,50000
yadH,50000
yadE,50000
htrE,50000
hrpB,50000
fhuA,50000
fhuA,50000
fhuB,50000
degP,50000
map,50000
ldcC,50000
yafC,50000
yafE,50000
insB-2,50000
insB-2,50000
fadE,50000
yahB,50000
prpE,50000
lacZ,50000
lacZ,50000
yaiT,50000
sbmA,50000
psiF,50000
proC,50000
secF,50000
apbA,50000
ECB_00378,50000
tig,50000
insL-2,50000
hupB,50000
ybaZ,50000
ylaC,50000
kefA,50000
recR,50000
ybaL,50000
rhsD,50000
allB,50000
ylbF,50000
ybcQ,50000
ahpC,50000
ahpF,50000
citF,50000
citA,50000
citA,50000
citA,50000
ybeF,50000
mrdB,50000
gltI,50000
ECB_00624,50000
asnB,50000
nagC,50000
ybfM,50000
kdpE,50000
kdpB,50000
kdpA,50000
rhsC,50000
rhsC,50000
ybgH,50000
ybgQ,50000
ybgQ,50000
gltA,50000
gltA,50000
galT,50000
bioC,50000
ybhQ,50000
ybhS,50000
ybhF,50000
ybhG,50000
ybiB,50000
ybiI,50000
ybiX,50000
ybiT,50000
yliC,50000
yliD,50000
ybjI,50000
ybjJ,50000
ECB_00825,50000
ECB_00830,50000
ECB_00845,50000
ECB_00845,50000
potI,50000
artJ,50000
artQ,50000
artP,50000
ybjD,50000
infA,50000
cydD,50000
aroA,50000
himD,50000
ycaI,50000
mukB,50000
ycbB,50000
ycbL,50000
ycbS,50000
ycbT,50000
ycbT,50000
ycbY,50000
ymbA,50000
yccW,50000
yccC,50000
yccZ,50000
yccZ,50000
ymcA,50000
ymcB,50000
agp,50000
agp,50000
putP,50000
ycdS,50000
ycdZ,50000
csgG,50000
mdoC,50000
yceJ,50000
flgF,50000
flgG,50000
flgJ,50000
flgJ,50000
flgK,50000
rne,50000
fabF,50000
yceG,50000
holB,50000
mfd,50000
ycfX,50000
dhaM,50000
ldrC,50000
narX,50000
cls,50000
yciO,50000
yciQ,50000
topA,50000
topA,50000
acnA,50000
ycjQ,50000
