population,gene_list
Ara+3B,ECB_02835
Ara+3B,ECB_02838
Ara+3B,glcG
Ara+3B,yghB
Ara+3B,yqhG
Ara+3B,parC
Ara+3B,ygiA
Ara+3B,ygiC
Ara+3B,ygiE
Ara+3B,rfaE
Ara+3B,ygjE
Ara+3B,aer
Ara+3B,ygjK
Ara+3B,ygjP
Ara+3B,garK
Ara+3B,agaB
Ara+3B,yraP
Ara+3B,mtr
Ara+3B,rpsO
Ara+3B,infB
Ara+3B,nusA
Ara+3B,rpoN
Ara+3B,arcB
Ara+3B,gltD
Ara+3B,rplM
Ara+3B,yhcP
Ara+3B,mreC
Ara+3B,yhdT
Ara+3B,yhdW
Ara+3B,rpsD
Ara+3B,gspA
Ara+3B,gspG
Ara+3B,gspL
Ara+3B,prkB
Ara+3B,pabA
Ara+3B,yhfZ
Ara+3B,ompR
Ara+3B,yhgF
Ara+3B,malP
Ara+3B,malT
Ara+3B,malT
Ara+3B,yzgL
Ara+3B,ugpC
Ara+3B,ugpE
Ara+3B,rpoH
Ara+3B,yhiH
Ara+3B,yhjA
Ara+3B,ldrD
Ara+3B,ldrD
Ara+3B,dppA
Ara+3B,xylB
Ara+3B,mutM
Ara+3B,ECB_03519
Ara+3B,yicL
Ara+3B,yicM
Ara+3B,recF
Ara+3B,yidZ
Ara+3B,glmS
Ara+3B,gidA
Ara+3B,kup
Ara+3B,yieP
Ara+3B,rfe
Ara+3B,pldA
Ara+3B,ECB_03715
Ara+3B,ECB_03715
Ara+3B,ECB_03721
Ara+3B,bipA
Ara+3B,hslU
Ara+3B,ftsN
Ara+3B,metL
Ara+3B,iclR
Ara+3B,metH
Ara+3B,yjbH
Ara+3B,yjbH
Ara+3B,actP
Ara+3B,acs
Ara+3B,gltP
Ara+3B,yjcQ
Ara+3B,yjcS
Ara+3B,rpiR
Ara+3B,phnP
Ara+3B,phnM
Ara+3B,phnI
Ara+3B,yjdF
Ara+3B,yjeM
Ara+3B,yjfR
Ara+3B,rpsF
Ara+3B,cpdB
Ara+3B,mpl
Ara+3B,treB
Ara+3B,idnD
Ara+3B,fimH
Ara+3B,fimH
Ara+3B,gntP
Ara+3B,hsdS
Ara+3B,hsdR
Ara+3B,hsdR
Ara+3B,hpaI
Ara+3B,nadR
Ara+3B,arcA
Ara+3B,arcA
Ara+4A,thrA
Ara+4A,thiI
Ara+4A,ybaE
Ara+4A,sapF
Ara+4A,pykF
Ara+4A,infC
Ara+4A,ECB_01992
Ara+4A,infB
Ara+4A,mreB
Ara+4A,yhdG
Ara+4A,spoT
Ara+4A,ECB_03722
Ara+4A,hslU
Ara+4A,iclR
Ara+4A,nadR
Ara+4A,yjjY
Ara+4B,thrA
Ara+4B,thiI
Ara+4B,ybaE
Ara+4B,sapF
Ara+4B,pykF
Ara+4B,infC
Ara+4B,ECB_01992
Ara+4B,infB
Ara+4B,mreB
Ara+4B,yhdG
Ara+4B,spoT
Ara+4B,ECB_03722
Ara+4B,hslU
Ara+4B,iclR
Ara+4B,nadR
Ara+4B,yjjY
Ara+5A,fabF
Ara+5A,pykF
Ara+5A,pykA
Ara+5A,srlB
Ara+5A,hybO
Ara+5A,mreB
Ara+5A,yhdG
Ara+5A,rplF
Ara+5A,rpsC
Ara+5A,malT
Ara+5A,trkH
Ara+5A,hslU
Ara+5A,iclR
Ara+5B,fabF
Ara+5B,pykF
Ara+5B,hybO
Ara+5B,mreB
Ara+5B,yhdG
Ara+5B,rplF
Ara+5B,rpsC
Ara+5B,malT
Ara+5B,trkH
Ara+5B,hslU
Ara+5B,iclR
Ara+6A,dnaJ
Ara+6A,araA
Ara+6A,yabI
Ara+6A,ftsQ
Ara+6A,secA
Ara+6A,mutT
Ara+6A,ppdD
Ara+6A,aceE
Ara+6A,aceF
Ara+6A,lpdA
Ara+6A,htrE
Ara+6A,dapD
Ara+6A,map
Ara+6A,tsf
Ara+6A,ispC
Ara+6A,yaeL
Ara+6A,dnaE
Ara+6A,tilS
Ara+6A,cutF
Ara+6A,metN
Ara+6A,ykfE
Ara+6A,pepD
Ara+6A,yagW
Ara+6A,yagX
Ara+6A,ykgK
Ara+6A,ykgH
Ara+6A,yahE
Ara+6A,yahJ
Ara+6A,prpD
Ara+6A,sbmA
Ara+6A,malZ
Ara+6A,malZ
Ara+6A,tsx
Ara+6A,dxs
Ara+6A,xseB
Ara+6A,cyoA
Ara+6A,tig
Ara+6A,ybaY
Ara+6A,acrB
Ara+6A,adk
Ara+6A,ybaL
Ara+6A,fsr
Ara+6A,ybbO
Ara+6A,allB
Ara+6A,allB
Ara+6A,purK
Ara+6A,sfmD
Ara+6A,ECB_00515
Ara+6A,ECB_00529
Ara+6A,ybdK
Ara+6A,fepA
Ara+6A,fepE
Ara+6A,fepC
Ara+6A,fepD
Ara+6A,fepB
Ara+6A,ybdH
Ara+6A,ybdR
Ara+6A,ybeF
Ara+6A,mrdB
Ara+6A,leuS
Ara+6A,ybeV
Ara+6A,gltK
Ara+6A,lnt
Ara+6A,ybeZ
Ara+6A,nagE
Ara+6A,speF
Ara+6A,ybfO
Ara+6A,yhhI
Ara+6A,ybgH
Ara+6A,ybgI
Ara+6A,ybgO
Ara+6A,sucA
Ara+6A,sucC
Ara+6A,ybgR
Ara+6A,gpmA
Ara+6A,ybhH
Ara+6A,ybhM
Ara+6A,ybhN
Ara+6A,ybiL
Ara+6A,moeA
Ara+6A,yliA
Ara+6A,yliE
Ara+6A,ECB_00824
Ara+6A,ECB_00831
Ara+6A,ECB_00832
Ara+6A,ECB_00844
Ara+6A,ybjS
Ara+6A,ybjS
Ara+6A,hcp
Ara+6A,hcp
Ara+6A,dmsA
Ara+6A,dmsA
Ara+6A,pflA
Ara+6A,aroA
Ara+6A,ycaQ
Ara+6A,kdsB
Ara+6A,ycbJ
Ara+6A,mukB
Ara+6A,ycbS
Ara+6A,ycbU
Ara+6A,fabA
Ara+6A,sulA
Ara+6A,yccS
Ara+6A,yccS
Ara+6A,yccC
Ara+6A,yccC
Ara+6A,torA
Ara+6A,yccE
Ara+6A,putA
Ara+6A,ycdR
Ara+6A,ycdR
Ara+6A,ycdS
Ara+6A,ycdT
Ara+6A,ycdX
Ara+6A,ycdZ
Ara+6A,csgD
Ara+6A,rimJ
Ara+6A,yceH
Ara+6A,flgG
Ara+6A,flgJ
Ara+6A,fhuE
Ara+6A,nagZ
Ara+6A,ycfS
Ara+6A,ycfW
Ara+6A,ycgH
Ara+6A,hlyE
Ara+6A,hlyE
Ara+6A,umuC
Ara+6A,lolB
Ara+6A,chaB
Ara+6A,narL
Ara+6A,narK
Ara+6A,narI
Ara+6A,ychK
Ara+6A,oppB
Ara+6A,oppF
Ara+6A,trpD
Ara+6A,topA
Ara+6A,topA
Ara+6A,yciX
Ara+6A,ribA
Ara+6A,ribA
Ara+6A,sapA
Ara+6A,goaG
Ara+6A,pspA
Ara+6A,ycjF
Ara+6A,ynaI
Ara+6A,trkG
Ara+6A,ydbK
Ara+6A,ydbH
Ara+6A,hrpA
Ara+6A,ydcJ
Ara+6A,ydcJ
Ara+6A,ydcO
Ara+6A,ydcV
Ara+6A,yncG
Ara+6A,narZ
Ara+6A,fdnG
Ara+6A,yddW
Ara+6A,xasA
Ara+6A,pqqL
Ara+6A,pqqL
Ara+6A,yddA
Ara+6A,ECB_01467
Ara+6A,yneH
Ara+6A,ydfZ
Ara+6A,ECB_01546
Ara+6A,speG
Ara+6A,speG
Ara+6A,rnfB
Ara+6A,rnfB
Ara+6A,rnfC
Ara+6A,rnfE
Ara+6A,tyrS
Ara+6A,ydhW
Ara+6A,ydhW
Ara+6A,pykF
Ara+6A,ydiM
Ara+6A,ydiN
Ara+6A,ydiF
Ara+6A,ydiV
Ara+6A,pheT
Ara+6A,yniC
Ara+6A,katE
Ara+6A,ydjQ
Ara+6A,astD
Ara+6A,astD
Ara+6A,astD
Ara+6A,ansA
Ara+6A,ydjE
Ara+6A,ydjJ
Ara+6A,ydjK
Ara+6A,yeaE
Ara+6A,yeaH
Ara+6A,yeaL
Ara+6A,yeaR
Ara+6A,yoaA
Ara+6A,htpX
Ara+6A,proQ
Ara+6A,edd
Ara+6A,pykA
Ara+6A,yebA
Ara+6A,ruvB
Ara+6A,yecP
Ara+6A,torZ
Ara+6A,cutC
Ara+6A,cheZ
Ara+6A,cheZ
Ara+6A,cheY
Ara+6A,tyrP
Ara+6A,uvrY
Ara+6A,yedV
Ara+6A,yedZ
Ara+6A,sbcB
Ara+6A,hisI
Ara+6A,ugd
Ara+6A,wbbB
Ara+6A,wbbB
Ara+6A,wzx
Ara+6A,rfbD
Ara+6A,wcaG
Ara+6A,wcaE
Ara+6A,wcaC
Ara+6A,yegH
Ara+6A,yegH
Ara+6A,yegN
Ara+6A,baeS
Ara+6A,yegQ
Ara+6A,yegZ
Ara+6A,ECB_01989
Ara+6A,ECB_02004
Ara+6A,ECB_02008
Ara+6A,gatD
Ara+6A,mrp
Ara+6A,metG
Ara+6A,molR
Ara+6A,yehI
Ara+6A,yeiA
Ara+6A,yejB
Ara+6A,yojI
Ara+6A,alkB
Ara+6A,yojL
Ara+6A,gyrA
Ara+6A,yfaD
Ara+6A,yfaU
Ara+6A,yfaW
Ara+6A,pmrD
Ara+6A,nuoL
Ara+6A,yfbR
Ara+6A,yfbS
Ara+6A,yfbT
Ara+6A,pta
Ara+6A,yfcC
Ara+6A,yfcH
Ara+6A,hisP
Ara+6A,evgA
Ara+6A,yfdW
Ara+6A,yfeO
Ara+6A,nupC
Ara+6A,yfeD
Ara+6A,yfeS
Ara+6A,ypfI
Ara+6A,gcvR
Ara+6A,hyfC
Ara+6A,hyfF
Ara+6A,hyfH
Ara+6A,ppx
Ara+6A,yfgF
Ara+6A,yfgI
Ara+6A,xseA
Ara+6A,pepB
Ara+6A,yphC
Ara+6A,yphC
Ara+6A,yphG
Ara+6A,yphH
Ara+6A,rseB
Ara+6A,rpoE
Ara+6A,yfiL
Ara+6A,yfiR
Ara+6A,ffh
Ara+6A,gabD
Ara+6A,ygaW
Ara+6A,nrdF
Ara+6A,proX
Ara+6A,gshA
Ara+6A,ygbD
Ara+6A,hycD
Ara+6A,ygbI
Ara+6A,ygcW
Ara+6A,barA
Ara+6A,gudD
Ara+6A,ygdH
Ara+6A,sdaC
Ara+6A,fucI
Ara+6A,fucK
Ara+6A,fucK
Ara+6A,ygdD
Ara+6A,recD
Ara+6A,lgt
Ara+6A,aas
Ara+6A,galR
Ara+6A,kduD
Ara+6A,ygeQ
Ara+6A,ygeZ
Ara+6A,ygfK
Ara+6A,ygfK
Ara+6A,lysS
Ara+6A,ygfA
Ara+6A,argK
Ara+6A,ygfI
Ara+6A,yggD
Ara+6A,yqgF
Ara+6A,ECB_02816
Ara+6A,ECB_02821
Ara+6A,ECB_02831
Ara+6A,ECB_02836
Ara+6A,yghU
Ara+6A,hybC
Ara+6A,exbD
Ara+6A,ygiY
Ara+6A,ebgA
Ara+6A,yhaM
Ara+6A,agaA
Ara+6A,yraJ
Ara+6A,nlpI
Ara+6A,infB
Ara+6A,nusA
Ara+6A,glmM
Ara+6A,yrbG
Ara+6A,yrbI
Ara+6A,yhbG
Ara+6A,arcB
Ara+6A,arcB
Ara+6A,yhcP
Ara+6A,yhcQ
Ara+6A,yhdG
Ara+6A,acrF
Ara+6A,rrmB
Ara+6A,rplF
Ara+6A,rplW
Ara+6A,gspA
Ara+6A,gspI
Ara+6A,gspM
Ara+6A,chiA
Ara+6A,cysG
Ara+6A,yhfR
Ara+6A,yhfZ
Ara+6A,gph
Ara+6A,feoB
Ara+6A,gntT
Ara+6A,malT
Ara+6A,malT
Ara+6A,malT
Ara+6A,rtcB
Ara+6A,yzgL
Ara+6A,yhhX
Ara+6A,yhhX
Ara+6A,yhhX
Ara+6A,ugpQ
Ara+6A,livJ
Ara+6A,yhhN
Ara+6A,yhhS
Ara+6A,acpT
Ara+6A,nikA
Ara+6A,yhiN
Ara+6A,yhiP
Ara+6A,yhjU
Ara+6A,xylB
Ara+6A,xylA
Ara+6A,malS
Ara+6A,sgbE
Ara+6A,yiaV
Ara+6A,yibG
Ara+6A,mtlA
Ara+6A,ECB_03460
Ara+6A,waaW
Ara+6A,waaW
Ara+6A,yicF
Ara+6A,spoT
Ara+6A,ECB_03521
Ara+6A,ECB_03521
Ara+6A,ECB_03525
Ara+6A,yicK
Ara+6A,yicO
Ara+6A,ade
Ara+6A,uhpC
Ara+6A,ilvB
Ara+6A,yidI
Ara+6A,yidL
Ara+6A,bglG
Ara+6A,bglG
Ara+6A,bglG
Ara+6A,glmS
Ara+6A,yieM
Ara+6A,yieN
Ara+6A,yieP
Ara+6A,yifB
Ara+6A,ilvG
Ara+6A,ilvM
Ara+6A,wecB
Ara+6A,aslB
Ara+6A,cyaA
Ara+6A,pldA
Ara+6A,recQ
Ara+6A,metR
Ara+6A,metE
Ara+6A,ECB_03716
Ara+6A,ECB_03719
Ara+6A,yihG
Ara+6A,yihO
Ara+6A,yihQ
Ara+6A,frvR
Ara+6A,yiiM
Ara+6A,fieF
Ara+6A,hslU
Ara+6A,hslU
Ara+6A,priA
Ara+6A,priA
Ara+6A,talC
Ara+6A,rpoC
Ara+6A,zraR
Ara+6A,iclR
Ara+6A,metH
Ara+6A,uvrA
Ara+6A,yjcE
Ara+6A,actP
Ara+6A,yjcH
Ara+6A,alsA
Ara+6A,alsB
Ara+6A,phnJ
Ara+6A,phnJ
Ara+6A,cadA
Ara+6A,groEL
Ara+6A,yjeK
Ara+6A,yjeA
Ara+6A,yjeM
Ara+6A,yjeM
Ara+6A,yjeM
Ara+6A,yjeM
Ara+6A,hflK
Ara+6A,hflC
Ara+6A,yjfR
Ara+6A,sgaU
Ara+6A,sgaE
Ara+6A,rplI
Ara+6A,ECB_04072
Ara+6A,ECB_04073
Ara+6A,cpdB
Ara+6A,ytfT
Ara+6A,treC
Ara+6A,idnO
Ara+6A,yis2
Ara+6A,fecB
Ara+6A,fecI
Ara+6A,sgcC
Ara+6A,fimF
Ara+6A,yjiN
Ara+6A,yjiO
Ara+6A,yjiPQ
Ara+6A,hsdS
Ara+6A,hsdM
Ara+6A,yjjN
Ara+6A,yjjP
Ara+6A,rsmC
Ara+6A,yjjW
Ara+6A,deoC
Ara+6A,deoA
Ara+6A,nadR
Ara+6B,thrA
Ara+6B,dnaJ
Ara+6B,nhaA
Ara+6B,carA
Ara+6B,surA
Ara+6B,hepA
Ara+6B,yabN
Ara+6B,ftsQ
Ara+6B,mutT
Ara+6B,aceE
Ara+6B,yadC
Ara+6B,hrpB
Ara+6B,fhuA
Ara+6B,fhuD
Ara+6B,yaeH
Ara+6B,dapD
Ara+6B,map
Ara+6B,yaeL
Ara+6B,yaeT
Ara+6B,dnaE
Ara+6B,yaeQ
Ara+6B,cutF
Ara+6B,metN
Ara+6B,phoE
Ara+6B,yagW
Ara+6B,ykgH
Ara+6B,yahE
Ara+6B,yahJ
Ara+6B,prpC
Ara+6B,prpD
Ara+6B,lacZ
Ara+6B,mhpA
Ara+6B,tauD
Ara+6B,yaiT
Ara+6B,sbmA
Ara+6B,araJ
Ara+6B,malZ
Ara+6B,tgt
Ara+6B,tsx
Ara+6B,xseB
Ara+6B,cyoA
Ara+6B,ppiD
Ara+6B,ybaY
Ara+6B,acrB
Ara+6B,kefA
Ara+6B,adk
Ara+6B,ybaL
Ara+6B,allB
Ara+6B,ybbY
Ara+6B,purK
Ara+6B,sfmD
Ara+6B,nfrA
Ara+6B,ECB_00529
Ara+6B,ybdK
Ara+6B,fepA
Ara+6B,fepE
Ara+6B,fepE
Ara+6B,fepC
Ara+6B,fepC
Ara+6B,fepD
Ara+6B,fepB
Ara+6B,ybdH
Ara+6B,ybdR
Ara+6B,ybeF
Ara+6B,mrdB
Ara+6B,nadD
Ara+6B,leuS
Ara+6B,gltK
Ara+6B,lnt
Ara+6B,nagE
Ara+6B,ybfM
Ara+6B,pgm
Ara+6B,speF
Ara+6B,kdpE
Ara+6B,ybfO
Ara+6B,yhhI
Ara+6B,ybgH
Ara+6B,ybgI
Ara+6B,ybgK
Ara+6B,ybgK
Ara+6B,sucC
Ara+6B,tolR
Ara+6B,ybgR
Ara+6B,ybgS
Ara+6B,modF
Ara+6B,ybhH
Ara+6B,ybhM
Ara+6B,dinG
Ara+6B,ybiL
Ara+6B,ybiN
Ara+6B,yliF
Ara+6B,ECB_00831
Ara+6B,ECB_00832
Ara+6B,ECB_00844
Ara+6B,ybjO
Ara+6B,ybjQ
Ara+6B,ybjS
Ara+6B,ybjS
Ara+6B,pflA
Ara+6B,ycaO
Ara+6B,serC
Ara+6B,kdsB
Ara+6B,mukB
Ara+6B,mukB
Ara+6B,ycbB
Ara+6B,pepN
Ara+6B,ycbS
Ara+6B,ycbS
Ara+6B,ycbU
Ara+6B,pqiB
Ara+6B,sulA
Ara+6B,yccS
Ara+6B,yccS
Ara+6B,yccC
Ara+6B,yccE
Ara+6B,ycdL
Ara+6B,putA
Ara+6B,ycdR
Ara+6B,ycdR
Ara+6B,ycdW
Ara+6B,ycdX
Ara+6B,ycdZ
Ara+6B,csgG
Ara+6B,csgD
Ara+6B,yceL
Ara+6B,rimJ
Ara+6B,yceH
Ara+6B,flgJ
Ara+6B,rne
Ara+6B,fabH
Ara+6B,fabF
Ara+6B,fhuE
Ara+6B,nagZ
Ara+6B,nagZ
Ara+6B,ycfW
Ara+6B,ycfZ
Ara+6B,potA
Ara+6B,ymfB
Ara+6B,ycgX
Ara+6B,hlyE
Ara+6B,umuC
Ara+6B,ycgB
Ara+6B,prfA
Ara+6B,chaB
Ara+6B,narL
Ara+6B,narK
Ara+6B,narG
Ara+6B,ychK
Ara+6B,oppA
Ara+6B,trpC
Ara+6B,trpD
Ara+6B,topA
Ara+6B,ribA
Ara+6B,ribA
Ara+6B,goaG
Ara+6B,pspA
Ara+6B,ycjV
Ara+6B,ycjV
Ara+6B,ycjF
Ara+6B,abgR
Ara+6B,trkG
Ara+6B,ECB_01341
Ara+6B,hrpA
Ara+6B,hrpA
Ara+6B,ydcJ
Ara+6B,yncK
Ara+6B,ydcV
Ara+6B,yncD
Ara+6B,yncG
Ara+6B,yddH
Ara+6B,narZ
Ara+6B,sfcA
Ara+6B,yddR
Ara+6B,yddW
Ara+6B,xasA
Ara+6B,pqqL
Ara+6B,yddA
Ara+6B,ECB_01467
Ara+6B,yneH
Ara+6B,sotB
Ara+6B,ECB_01546
Ara+6B,speG
Ara+6B,speG
Ara+6B,ynfE
Ara+6B,ynfF
Ara+6B,ydgD
Ara+6B,malX
Ara+6B,rnfB
Ara+6B,tyrS
Ara+6B,ydhJ
Ara+6B,ydhQ
Ara+6B,ydhW
Ara+6B,pykF
Ara+6B,ydiM
Ara+6B,ydiN
Ara+6B,ydiS
Ara+6B,ydiV
Ara+6B,yniA
Ara+6B,katE
Ara+6B,ydjC
Ara+6B,celF
Ara+6B,astD
Ara+6B,ynjE
Ara+6B,yeaE
Ara+6B,yeaH
Ara+6B,yeaL
Ara+6B,yeaN
Ara+6B,yeaR
Ara+6B,yoaA
Ara+6B,yoaB
Ara+6B,proQ
Ara+6B,yebA
Ara+6B,ruvB
Ara+6B,aspS
Ara+6B,yecE
Ara+6B,yecE
Ara+6B,yecP
Ara+6B,torZ
Ara+6B,cheZ
Ara+6B,araG
Ara+6B,tyrP
Ara+6B,tyrP
Ara+6B,yedY
Ara+6B,yedZ
Ara+6B,yodA
Ara+6B,yeeJ
Ara+6B,yeeJ
Ara+6B,shiA
Ara+6B,cbl
Ara+6B,ECB_01908
Ara+6B,sbcB
Ara+6B,hisG
Ara+6B,hisI
Ara+6B,wbbB
Ara+6B,wbbB
Ara+6B,wzx
Ara+6B,rfbB
Ara+6B,wcaE
Ara+6B,wcaC
Ara+6B,alkA
Ara+6B,yegN
Ara+6B,baeS
Ara+6B,yegZ
Ara+6B,ECB_02001
Ara+6B,ECB_02004
Ara+6B,gatD
Ara+6B,yegT
Ara+6B,yegV
Ara+6B,yegV
Ara+6B,yegW
Ara+6B,metG
Ara+6B,metG
Ara+6B,molR
Ara+6B,yehI
Ara+6B,yehX
Ara+6B,yeiA
Ara+6B,yeiN
Ara+6B,yeiQ
Ara+6B,yejB
Ara+6B,yejH
Ara+6B,yejL
Ara+6B,ccmA
Ara+6B,alkB
Ara+6B,yojL
Ara+6B,atoS
Ara+6B,yfaS
Ara+6B,gyrA
Ara+6B,yfaL
Ara+6B,nrdA
Ara+6B,yfaD
Ara+6B,yfaW
Ara+6B,yfbG
Ara+6B,pmrD
Ara+6B,elaD
Ara+6B,nuoL
Ara+6B,nuoL
Ara+6B,nuoH
Ara+6B,yfbS
Ara+6B,pta
Ara+6B,yfcC
Ara+6B,yfcC
Ara+6B,yfcH
Ara+6B,hisP
Ara+6B,evgA
Ara+6B,yfdW
Ara+6B,ypdA
Ara+6B,yfeO
Ara+6B,nupC
Ara+6B,yfeD
Ara+6B,yfeS
Ara+6B,talA
Ara+6B,aegA
Ara+6B,ypfI
Ara+6B,ypfI
Ara+6B,gcvR
Ara+6B,hyfA
Ara+6B,hyfF
Ara+6B,hyfG
Ara+6B,perM
Ara+6B,uraA
Ara+6B,sseA
Ara+6B,yphC
Ara+6B,yphH
Ara+6B,yfhG
Ara+6B,nadB
Ara+6B,yfiK
Ara+6B,yfiR
Ara+6B,yfjG
Ara+6B,ECB_02511
Ara+6B,gabD
Ara+6B,gabP
Ara+6B,ygaW
Ara+6B,gshA
Ara+6B,alaS
Ara+6B,recA
Ara+6B,ygbD
Ara+6B,hycE
Ara+6B,hycC
Ara+6B,pphB
Ara+6B,ygbI
Ara+6B,ygbM
Ara+6B,nlpD
Ara+6B,ygbO
Ara+6B,ygcW
Ara+6B,barA
Ara+6B,gudD
Ara+6B,ygdH
Ara+6B,sdaC
Ara+6B,fucI
Ara+6B,fucK
Ara+6B,recD
Ara+6B,ppdB
Ara+6B,aas
Ara+6B,kduD
Ara+6B,ygeW
Ara+6B,ygeX
Ara+6B,ygeZ
Ara+6B,ygfK
Ara+6B,ygfU
Ara+6B,lysS
Ara+6B,xerD
Ara+6B,yqfB
Ara+6B,ygfA
Ara+6B,argK
Ara+6B,yggD
Ara+6B,yeeW
Ara+6B,ECB_02816
Ara+6B,ECB_02821
Ara+6B,ECB_02827
Ara+6B,ECB_02831
Ara+6B,yghJ
Ara+6B,yghU
Ara+6B,hybC
Ara+6B,hybO
Ara+6B,exbD
Ara+6B,ygiV
Ara+6B,ygiY
Ara+6B,yqiH
Ara+6B,ygiF
Ara+6B,yqjH
Ara+6B,ebgA
Ara+6B,uxaC
Ara+6B,yhaJ
Ara+6B,yhaM
Ara+6B,agaA
Ara+6B,yraJ
Ara+6B,yraR
Ara+6B,yhbU
Ara+6B,infB
Ara+6B,infB
Ara+6B,glmM
Ara+6B,yrbG
Ara+6B,yhbG
Ara+6B,yhbH
Ara+6B,arcB
Ara+6B,yhcC
Ara+6B,gltB
Ara+6B,argR
Ara+6B,yhdP
Ara+6B,rng
Ara+6B,mreD
Ara+6B,yhdG
Ara+6B,acrF
Ara+6B,rrmB
Ara+6B,mscL
Ara+6B,rpsE
Ara+6B,rplW
Ara+6B,gspA
Ara+6B,gspI
Ara+6B,gspL
Ara+6B,gspM
Ara+6B,chiA
Ara+6B,fusA
Ara+6B,nirB
Ara+6B,cysG
Ara+6B,yhfN
Ara+6B,yhfQ
Ara+6B,yhfZ
Ara+6B,hofQ
Ara+6B,yhgE
Ara+6B,feoB
Ara+6B,feoB
Ara+6B,gntT
Ara+6B,malT
Ara+6B,malT
Ara+6B,malT
Ara+6B,rtcB
Ara+6B,yzgL
Ara+6B,glgP
Ara+6B,yhhN
Ara+6B,yhhS
Ara+6B,acpT
Ara+6B,nikE
Ara+6B,yhhH
Ara+6B,yhiN
Ara+6B,yhiP
Ara+6B,hdeA
Ara+6B,yhiU
Ara+6B,yhjG
Ara+6B,yhjU
Ara+6B,yiaF
Ara+6B,xylB
Ara+6B,xylA
Ara+6B,xylR
Ara+6B,malS
Ara+6B,avtA
Ara+6B,yiaV
Ara+6B,selB
Ara+6B,yibA
Ara+6B,yibA
Ara+6B,yibG
Ara+6B,yibH
Ara+6B,waaV
Ara+6B,waaV
Ara+6B,waaW
Ara+6B,waaW
Ara+6B,waaT
Ara+6B,spoT
Ara+6B,ECB_03521
Ara+6B,ECB_03525
Ara+6B,ECB_03525
Ara+6B,ECB_03531
Ara+6B,yicO
Ara+6B,yicO
Ara+6B,uhpC
Ara+6B,uhpB
Ara+6B,yidI
Ara+6B,yidC
Ara+6B,yieJ
Ara+6B,bglG
Ara+6B,glmS
Ara+6B,atpC
Ara+6B,yieM
Ara+6B,yifB
Ara+6B,yifB
Ara+6B,yifB
Ara+6B,ilvG
Ara+6B,aslB
Ara+6B,pldA
Ara+6B,rhtB
Ara+6B,metE
Ara+6B,ECB_03710
Ara+6B,ECB_03716
Ara+6B,ECB_03719
Ara+6B,yihG
Ara+6B,yihO
Ara+6B,yihQ
Ara+6B,yihQ
Ara+6B,frvX
Ara+6B,rhaS
Ara+6B,hslU
Ara+6B,hslU
Ara+6B,talC
Ara+6B,talC
Ara+6B,udhA
Ara+6B,rpoB
Ara+6B,rpoC
Ara+6B,thiC
Ara+6B,zraR
Ara+6B,iclR
Ara+6B,yjbN
Ara+6B,yjbN
Ara+6B,qor
Ara+6B,dnaB
Ara+6B,uvrA
Ara+6B,yjcF
Ara+6B,alsB
Ara+6B,phnJ
Ara+6B,phnC
Ara+6B,melB
Ara+6B,yjeA
Ara+6B,yjeM
Ara+6B,yjeM
Ara+6B,yjeE
Ara+6B,hflC
Ara+6B,yjfR
Ara+6B,sgaU
Ara+6B,sgaE
Ara+6B,ECB_04072
Ara+6B,ytfN
Ara+6B,ytfQ
Ara+6B,treC
Ara+6B,pyrL
Ara+6B,yis2
Ara+6B,fecB
Ara+6B,sgcC
Ara+6B,fimD
Ara+6B,fimF
Ara+6B,yjiPQ
Ara+6B,hsdM
Ara+6B,yjjP
Ara+6B,yjjQ
Ara+6B,bglJ
Ara+6B,yjjW
Ara+6B,yjjW
Ara+6B,deoC
Ara+6B,deoA
Ara+6B,nadR
Ara+6B,gpmB
Ara+6B,lasT
