population,gene_list
Ara-2A,yqiG
Ara-2A,yqiH
Ara-2A,glnE
Ara-2A,ebgA
Ara-2A,ygjK
Ara-2A,ygjK
Ara-2A,ygjO
Ara-2A,yhaM
Ara-2A,yhaO
Ara-2A,yhaO
Ara-2A,garP
Ara-2A,garD
Ara-2A,agaY
Ara-2A,agaC
Ara-2A,agaD
Ara-2A,yraJ
Ara-2A,yraK
Ara-2A,yhbU
Ara-2A,deaD
Ara-2A,infB
Ara-2A,yhbX
Ara-2A,yrbK
Ara-2A,rpsD
Ara-2A,gspD
Ara-2A,chiA
Ara-2A,yhfG
Ara-2A,nirC
Ara-2A,mrcA
Ara-2A,gntT
Ara-2A,malT
Ara-2A,rtcA
Ara-2A,glgA
Ara-2A,gntR
Ara-2A,yhhW
Ara-2A,yhhX
Ara-2A,yhhZ
Ara-2A,yhhS
Ara-2A,yhhT
Ara-2A,yhhI
Ara-2A,arsB
Ara-2A,arsC
Ara-2A,yhjE
Ara-2A,kdgK
Ara-2A,yhjJ
Ara-2A,yhjJ
Ara-2A,yhjK
Ara-2A,yhjN
Ara-2A,dppD
Ara-2A,dppA
Ara-2A,xylG
Ara-2A,sgbE
Ara-2A,rhsA
Ara-2A,yibD
Ara-2A,waaA
Ara-2A,spoT
Ara-2A,glvBC
Ara-2A,yieG
Ara-2A,yieH
Ara-2A,pstC
Ara-2A,gidB
Ara-2A,yieM
Ara-2A,kup
Ara-2A,yieP
Ara-2A,gppA
Ara-2A,rffG
Ara-2A,yifK
Ara-2A,uvrD
Ara-2A,rarD
Ara-2A,ECB_03714
Ara-2A,ECB_03722
Ara-2A,tatD
Ara-2A,hemN
Ara-2A,yihL
Ara-2A,yihN
Ara-2A,yihQ
Ara-2A,yihS
Ara-2A,hslU
Ara-2A,hslU
Ara-2A,yijF
Ara-2A,rpoC
Ara-2A,thiE
Ara-2A,arpA
Ara-2A,iclR
Ara-2A,yjbB
Ara-2A,yjbF
Ara-2A,yjbH
Ara-2A,lamB
Ara-2A,yjbI
Ara-2A,plsB
Ara-2A,aphA
Ara-2A,actP
Ara-2A,phnD
Ara-2A,phnC
Ara-2A,yjcZ
Ara-2A,proP
Ara-2A,yjdL
Ara-2A,yjeA
Ara-2A,yjeP
Ara-2A,mutL
Ara-2A,cysQ
Ara-2A,ytfR
Ara-2A,yjgQ
Ara-2A,yjgR
Ara-2A,hsdS
Ara-2A,hpaA
Ara-2A,yjjM
Ara-2A,yjjM
Ara-2A,dnaC
Ara-2A,leuP
Ara-2A,leuQ
Ara-2A,prfC
Ara-2A,yjjI
Ara-2A,deoC
Ara-2A,nadR
Ara-2A,gpmB
Ara-2A,arcA
Ara-2B,thrA
Ara-2B,thrB
Ara-2B,dnaJ
Ara-2B,nhaA
Ara-2B,nhaA
Ara-2B,polB
Ara-2B,ftsI
Ara-2B,mutT
Ara-2B,coaE
Ara-2B,yadG
Ara-2B,yadE
Ara-2B,yadQ
Ara-2B,yaeT
Ara-2B,tilS
Ara-2B,yaeP
Ara-2B,ECB_00212
Ara-2B,pepD
Ara-2B,proA
Ara-2B,yagX
Ara-2B,prpD
Ara-2B,mhpR
Ara-2B,mhpR
Ara-2B,yaiT
Ara-2B,proC
Ara-2B,yajF
Ara-2B,queA
Ara-2B,cyoC
Ara-2B,ampG
Ara-2B,ybaX
Ara-2B,ybaX
Ara-2B,ylaB
Ara-2B,kefA
Ara-2B,kefA
Ara-2B,dnaX
Ara-2B,ybaL
Ara-2B,cueR
Ara-2B,tesA
Ara-2B,rhsD
Ara-2B,rhsD
Ara-2B,ybbD
Ara-2B,gcl
Ara-2B,cysS
Ara-2B,ybcL
Ara-2B,cusS
Ara-2B,fepE
Ara-2B,cstA
Ara-2B,dsbG
Ara-2B,rna
Ara-2B,citA
Ara-2B,mrdA
Ara-2B,mrdA
Ara-2B,gltL
Ara-2B,ybeY
Ara-2B,ybfO
Ara-2B,ybgQ
Ara-2B,ECB_00732
Ara-2B,ECB_00735
Ara-2B,ECB_00735
Ara-2B,uvrB
Ara-2B,ybhS
Ara-2B,ybjJ
Ara-2B,ECB_00831
Ara-2B,ECB_00833
Ara-2B,ECB_00834
Ara-2B,ECB_00838
Ara-2B,rimK
Ara-2B,artJ
Ara-2B,serS
Ara-2B,pflA
Ara-2B,mukB
Ara-2B,ycbB
Ara-2B,ycbL
Ara-2B,ycbT
Ara-2B,pqiB
Ara-2B,yccF
Ara-2B,yccW
Ara-2B,hyaE
Ara-2B,appB
Ara-2B,appB
Ara-2B,ymcA
Ara-2B,torA
Ara-2B,phoH
Ara-2B,ymdC
Ara-2B,yceI
Ara-2B,flgG
Ara-2B,flgL
Ara-2B,yceD
Ara-2B,ycfD
Ara-2B,ycgH
Ara-2B,hlyE
Ara-2B,ycgV
Ara-2B,ychM
Ara-2B,narG
Ara-2B,yciL
Ara-2B,topA
Ara-2B,sapA
Ara-2B,sapA
Ara-2B,ycjM
Ara-2B,ycjN
Ara-2B,ycjR
Ara-2B,ycjS
Ara-2B,ycjU
Ara-2B,ydbD
Ara-2B,ynbB
Ara-2B,ynbD
Ara-2B,ydcA
Ara-2B,ydcJ
Ara-2B,fdnG
Ara-2B,xasA
Ara-2B,tam
Ara-2B,ydfE
Ara-2B,ynfF
Ara-2B,rstB
Ara-2B,ydgR
Ara-2B,lhr
Ara-2B,pykF
Ara-2B,ydiK
Ara-2B,ydiM
Ara-2B,pfkB
Ara-2B,ydjN
Ara-2B,celD
Ara-2B,ansA
Ara-2B,ydjL
Ara-2B,yeaG
Ara-2B,yeaJ
Ara-2B,sdaA
Ara-2B,ECB_01797
Ara-2B,yebS
Ara-2B,pphA
Ara-2B,yebK
Ara-2B,yebA
Ara-2B,aspS
Ara-2B,yecT
Ara-2B,flhB
Ara-2B,yeeJ
Ara-2B,amn
Ara-2B,erfK
Ara-2B,insD
Ara-2B,yegN
Ara-2B,yegN
Ara-2B,ECB_01992
Ara-2B,ECB_01999
Ara-2B,ECB_02002
Ara-2B,ECB_02004
Ara-2B,gatZ
Ara-2B,fbaB
Ara-2B,ECB_02034
Ara-2B,yehY
Ara-2B,yohGH
Ara-2B,sanA
Ara-2B,cirA
Ara-2B,yeiQ
Ara-2B,yejA
Ara-2B,yejH
Ara-2B,yejH
Ara-2B,yejM
Ara-2B,yejO
Ara-2B,ccmF
Ara-2B,atoB
Ara-2B,nrdB
Ara-2B,glpT
Ara-2B,accD
Ara-2B,fabB
Ara-2B,yfcY
Ara-2B,dsdC
Ara-2B,dsdC
Ara-2B,emrY
Ara-2B,yfdZ
Ara-2B,yfeY
Ara-2B,eutA
Ara-2B,hyfB
Ara-2B,hyfF
Ara-2B,ppk
Ara-2B,hcaT
Ara-2B,yphH
Ara-2B,glyA
Ara-2B,yfhB
Ara-2B,nadB
Ara-2B,yfiC
Ara-2B,clpB
Ara-2B,recN
Ara-2B,ECB_02510
Ara-2B,proX
Ara-2B,ygaZ
Ara-2B,ascF
Ara-2B,ascF
Ara-2B,ascB
Ara-2B,relA
Ara-2B,gudX
Ara-2B,sdaC
Ara-2B,fucA
Ara-2B,ptr
Ara-2B,ptsP
Ara-2B,lysR
Ara-2B,yqeG
Ara-2B,xdhA
Ara-2B,ygeZ
Ara-2B,ygeZ
Ara-2B,ygfJ
Ara-2B,ygfQ
Ara-2B,argK
Ara-2B,yggC
Ara-2B,yggG
Ara-2B,gshB
Ara-2B,yggL
Ara-2B,yggH
Ara-2B,yeeR
Ara-2B,ECB_02818
Ara-2B,ECB_02821
Ara-2B,ECB_02838
Ara-2B,yghF
Ara-2B,yghJ
Ara-2B,glcC
Ara-2B,ECB_02855
Ara-2B,ECB_02857
Ara-2B,yqhG
Ara-2B,ygiD
Ara-2B,yqiH
Ara-2B,rpoD
Ara-2B,yhaM
Ara-2B,agaZ
Ara-2B,agaA
Ara-2B,agaY
Ara-2B,agaC
Ara-2B,yraN
Ara-2B,yraR
Ara-2B,infB
Ara-2B,yrbH
Ara-2B,gltB
Ara-2B,yhcP
Ara-2B,yhcS
Ara-2B,yhdP
Ara-2B,yhdA
Ara-2B,yhdY
Ara-2B,rpsE
Ara-2B,yheR
Ara-2B,envZ
Ara-2B,malT
Ara-2B,rtcB
Ara-2B,ugpE
Ara-2B,yrhC
Ara-2B,yhhI
Ara-2B,yhjD
Ara-2B,yhjG
Ara-2B,yhjJ
Ara-2B,ECB_03460
Ara-2B,spoT
Ara-2B,gltS
Ara-2B,ECB_03523
Ara-2B,yicM
Ara-2B,yidK
Ara-2B,dnaA
Ara-2B,tnaA
Ara-2B,yieL
Ara-2B,yieM
Ara-2B,kup
Ara-2B,cyaA
Ara-2B,ECB_03711
Ara-2B,yiiE
Ara-2B,fdoG
Ara-2B,kdgT
Ara-2B,cpxA
Ara-2B,hslU
Ara-2B,argB
Ara-2B,nudC
Ara-2B,zraR
Ara-2B,rrfE
Ara-2B,iclR
Ara-2B,metH
Ara-2B,metH
Ara-2B,yjbC
Ara-2B,yjbH
Ara-2B,yjbM
Ara-2B,alr
Ara-2B,alr
Ara-2B,uvrA
Ara-2B,nrfE
Ara-2B,yjcR
Ara-2B,phnM
Ara-2B,phnC
Ara-2B,yjdA
Ara-2B,melB
Ara-2B,melB
Ara-2B,ampC
Ara-2B,mutL
Ara-2B,rnr
Ara-2B,aidB
Ara-2B,valS
Ara-2B,valS
Ara-2B,yjgR
Ara-2B,fimI
Ara-2B,fimH
Ara-2B,hsdR
Ara-2B,hpaB
Ara-2B,hpaB
Ara-2B,hpaD
Ara-2B,yjjM
Ara-2B,nadR
Ara-3B,yaaH
Ara-3B,ybaL
Ara-3B,ybcQ
Ara-3B,mrdB
Ara-3B,ldrC
Ara-3B,topA
Ara-3B,pykF
Ara-3B,ECB_01992
Ara-3B,ECB_02013
Ara-3B,rplS
Ara-3B,ECB_02816
Ara-3B,fis
Ara-3B,rpsG
Ara-3B,malT
Ara-3B,glpR
Ara-3B,waaT
Ara-3B,fadA
Ara-3B,hslU
Ara-3B,metL
Ara-3B,metL
Ara-3B,iclR
Ara-3B,ytfN
Ara-3B,nadR
Ara-3A,yabN
Ara-3A,ybaL
Ara-3A,ybcQ
Ara-3A,mrdB
Ara-3A,asnB
Ara-3A,ybjD
Ara-3A,ldrC
Ara-3A,topA
Ara-3A,pykF
Ara-3A,rnd
Ara-3A,fucI
Ara-3A,ECB_02816
Ara-3A,fis
Ara-3A,rpsG
Ara-3A,feoB
Ara-3A,malT
Ara-3A,glpR
Ara-3A,hslU
Ara-3A,metL
Ara-3A,ytfN
Ara-3A,fimA
Ara-4A,thrA
Ara-4A,araD
Ara-4A,fruR
Ara-4A,ftsI
Ara-4A,ftsW
Ara-4A,secA
Ara-4A,yacF
Ara-4A,guaC
Ara-4A,hofB
Ara-4A,ampE
Ara-4A,yacH
Ara-4A,hrpB
Ara-4A,fhuC
Ara-4A,yadQ
Ara-4A,tsf
Ara-4A,dnaE
Ara-4A,tilS
Ara-4A,ECB_00212
Ara-4A,proB
Ara-4A,ykgK
Ara-4A,betA
Ara-4A,yahB
Ara-4A,yahN
Ara-4A,mhpR
Ara-4A,hemB
Ara-4A,lon
Ara-4A,ybaL
Ara-4A,ybbB
Ara-4A,allB
Ara-4A,cysS
Ara-4A,folD
Ara-4A,ybcK
Ara-4A,entF
Ara-4A,ahpF
Ara-4A,ybeF
Ara-4A,mrdA
Ara-4A,ybeR
Ara-4A,ybeX
Ara-4A,kdpD
Ara-4A,rhsC
Ara-4A,rhsC
Ara-4A,ybfO
Ara-4A,ybgG
Ara-4A,ECB_00733
Ara-4A,ECB_00735
Ara-4A,ybhN
Ara-4A,ybiA
Ara-4A,yliG
Ara-4A,ECB_00833
Ara-4A,ECB_00834
Ara-4A,potG
Ara-4A,macA
Ara-4A,ycbB
Ara-4A,ycbF
Ara-4A,yccT
Ara-4A,yccW
Ara-4A,hyaA
Ara-4A,appC
Ara-4A,yccC
Ara-4A,yccZ
Ara-4A,yccZ
Ara-4A,insF-1
Ara-4A,yceE
Ara-4A,fhuE
Ara-4A,mfd
Ara-4A,dsbB
Ara-4A,ycgV
Ara-4A,narJ
Ara-4A,ychK
Ara-4A,adhE
Ara-4A,yciV
Ara-4A,yciR
Ara-4A,rnb
Ara-4A,ycjO
Ara-4A,abgA
Ara-4A,ECB_01341
Ara-4A,ynbC
Ara-4A,ydcL
Ara-4A,ydcS
Ara-4A,ydcS
Ara-4A,ydcS
Ara-4A,yncC
Ara-4A,rhsE
Ara-4A,fdnG
Ara-4A,sfcA
Ara-4A,sfcA
Ara-4A,yddR
Ara-4A,pqqL
Ara-4A,yddB
Ara-4A,yneE
Ara-4A,ECB_01528
Ara-4A,ynfB
Ara-4A,fumC
Ara-4A,malX
Ara-4A,add
Ara-4A,ydhJ
Ara-4A,ydhC
Ara-4A,pykF
Ara-4A,ydiK
Ara-4A,ydiN
Ara-4A,ydiY
Ara-4A,katE
Ara-4A,ydjE
Ara-4A,ptrB
Ara-4A,yebC
Ara-4A,torY
Ara-4A,cheA
Ara-4A,cheA
Ara-4A,insA-13
Ara-4A,ECB_01906
Ara-4A,gmd
Ara-4A,yegO
Ara-4A,ogrK
Ara-4A,ECB_01990
Ara-4A,ECB_01992
Ara-4A,yohI
Ara-4A,yohK
Ara-4A,lysP
Ara-4A,bcr
Ara-4A,yejO
Ara-4A,ccmH
Ara-4A,ccmF
Ara-4A,ada
Ara-4A,ada
Ara-4A,atoS
Ara-4A,yfaP
Ara-4A,yfaS
Ara-4A,yfaL
Ara-4A,glpT
Ara-4A,usg
Ara-4A,yfcR
Ara-4A,dsdC
Ara-4A,evgS
Ara-4A,yfeO
Ara-4A,yfeO
Ara-4A,yfeR
Ara-4A,hyfB
Ara-4A,yfhM
Ara-4A,pepB
Ara-4A,yphD
Ara-4A,lepA
Ara-4A,yfiO
Ara-4A,ygaF
Ara-4A,nrdI
Ara-4A,ygaH
Ara-4A,hypF
Ara-4A,hycI
Ara-4A,ispF
Ara-4A,cysJ
Ara-4A,ygcM
Ara-4A,ygcN
Ara-4A,ygcS
Ara-4A,ygcE
Ara-4A,pyrG
Ara-4A,gudP
Ara-4A,fucO
Ara-4A,recB
Ara-4A,gcvP
Ara-4A,ubiH
Ara-4A,iciA
Ara-4A,speA
Ara-4A,yqgE
Ara-4A,yggM
Ara-4A,ECB_02798
Ara-4A,flu
Ara-4A,yghF
Ara-4A,yghJ
Ara-4A,ECB_02851
Ara-4A,yghA
Ara-4A,yghB
Ara-4A,yqiG
Ara-4A,ygiP
Ara-4A,ttdA
Ara-4A,ygjI
Ara-4A,fadH
Ara-4A,ygjU
Ara-4A,exuT
Ara-4A,agaE
Ara-4A,yraR
Ara-4A,mtr
Ara-4A,infB
Ara-4A,yhbE
Ara-4A,yrbE
Ara-4A,yhbL
Ara-4A,arcB
Ara-4A,gltB
Ara-4A,argR
Ara-4A,fis
Ara-4A,acrF
Ara-4A,rpsD
Ara-4A,prlA
Ara-4A,rplC
Ara-4A,chiA
Ara-4A,kefB
Ara-4A,yhfS
Ara-4A,envZ
Ara-4A,malT
Ara-4A,malT
Ara-4A,livG
Ara-4A,yhhQ
Ara-4A,yhhT
Ara-4A,yhiI
Ara-4A,yhiQ
Ara-4A,yhiE
Ara-4A,yibH
Ara-4A,ECB_03460
Ara-4A,yibK
Ara-4A,cysE
Ara-4A,rpmB
Ara-4A,yicF
Ara-4A,spoT
Ara-4A,ECB_03520
Ara-4A,ECB_03524
Ara-4A,yicO
Ara-4A,dgoK
Ara-4A,trmE
Ara-4A,tnaA
Ara-4A,gidB
Ara-4A,mioC
Ara-4A,mioC
Ara-4A,rho
Ara-4A,yifK
Ara-4A,aslB
Ara-4A,aslA
Ara-4A,metE
Ara-4A,mobA
Ara-4A,ppc
Ara-4A,rpoB
Ara-4A,iclR
Ara-4A,yjcF
Ara-4A,nrfA
Ara-4A,nrfE
Ara-4A,phnP
Ara-4A,phnF
Ara-4A,phnF
Ara-4A,yjcZ
Ara-4A,basS
Ara-4A,dcuS
Ara-4A,ampC
Ara-4A,mutL
Ara-4A,hflK
Ara-4A,ECB_04074
Ara-4A,ytfL
Ara-4A,ytfM
Ara-4A,ytfN
Ara-4A,ytfT
Ara-4A,yjfF
Ara-4A,pmbA
Ara-4A,yjgN
Ara-4A,yjgZ
Ara-4A,insG
Ara-4A,yis2
Ara-4A,sgcX
Ara-4A,fimB
Ara-4A,fimC
Ara-4A,hsdR
Ara-4A,hpaB
Ara-4A,hpaF
Ara-4A,nadR
Ara-4B,thrA
Ara-4B,ksgA
Ara-4B,araD
Ara-4B,fruR
Ara-4B,ftsI
Ara-4B,ftsW
Ara-4B,secA
Ara-4B,yacF
Ara-4B,guaC
Ara-4B,hofB
Ara-4B,ppdD
Ara-4B,ampE
Ara-4B,yacH
Ara-4B,hrpB
Ara-4B,fhuC
Ara-4B,yadQ
Ara-4B,tsf
Ara-4B,dnaE
Ara-4B,tilS
Ara-4B,ECB_00212
Ara-4B,proB
Ara-4B,ykgK
Ara-4B,ykgF
Ara-4B,betA
Ara-4B,yahB
Ara-4B,yahI
Ara-4B,yahN
Ara-4B,mhpR
Ara-4B,hemB
Ara-4B,yaiB
Ara-4B,lon
Ara-4B,ybaL
Ara-4B,ybbB
Ara-4B,allB
Ara-4B,cysS
Ara-4B,folD
Ara-4B,ybcK
Ara-4B,entF
Ara-4B,ahpF
Ara-4B,ybeF
Ara-4B,mrdA
Ara-4B,ybeR
Ara-4B,gltI
Ara-4B,ybeX
Ara-4B,kdpD
Ara-4B,rhsC
Ara-4B,rhsC
Ara-4B,ybfO
Ara-4B,ybgG
Ara-4B,galM
Ara-4B,ECB_00733
Ara-4B,ECB_00735
Ara-4B,ybhN
Ara-4B,ybiA
Ara-4B,yliB
Ara-4B,yliG
Ara-4B,ECB_00833
Ara-4B,ECB_00834
Ara-4B,potG
Ara-4B,macA
Ara-4B,cydD
Ara-4B,ycbB
Ara-4B,ycbF
Ara-4B,yccW
Ara-4B,hyaA
Ara-4B,appC
Ara-4B,yccC
Ara-4B,yccZ
Ara-4B,yccZ
Ara-4B,insF-1
Ara-4B,yceE
Ara-4B,yceG
Ara-4B,fhuE
Ara-4B,mfd
Ara-4B,dsbB
Ara-4B,narJ
Ara-4B,ychK
Ara-4B,adhE
Ara-4B,yciV
Ara-4B,yciR
Ara-4B,rnb
Ara-4B,ycjO
Ara-4B,abgA
Ara-4B,ydcL
Ara-4B,ydcS
Ara-4B,ydcS
Ara-4B,ydcS
Ara-4B,yncC
Ara-4B,rhsE
Ara-4B,fdnG
Ara-4B,sfcA
Ara-4B,sfcA
Ara-4B,yddR
Ara-4B,pqqL
Ara-4B,ydeO
Ara-4B,ECB_01528
Ara-4B,ynfB
Ara-4B,fumC
Ara-4B,malX
Ara-4B,add
Ara-4B,ydhJ
Ara-4B,ydhC
Ara-4B,pykF
Ara-4B,ydiK
Ara-4B,ydiN
Ara-4B,ydiY
Ara-4B,katE
Ara-4B,astE
Ara-4B,ydjZ
Ara-4B,ydjE
Ara-4B,ptrB
Ara-4B,znuA
Ara-4B,yebC
Ara-4B,torY
Ara-4B,cheA
Ara-4B,cheA
Ara-4B,insA-13
Ara-4B,hisH
Ara-4B,gmd
Ara-4B,yegO
Ara-4B,ogrK
Ara-4B,ECB_01992
Ara-4B,yohI
Ara-4B,yohK
Ara-4B,lysP
Ara-4B,bcr
Ara-4B,ccmH
Ara-4B,ccmF
Ara-4B,ccmA
Ara-4B,yojI
Ara-4B,ada
Ara-4B,atoS
Ara-4B,yfaP
Ara-4B,yfaS
Ara-4B,yfaL
Ara-4B,yfaL
Ara-4B,glpT
Ara-4B,arnT
Ara-4B,usg
Ara-4B,yfcR
Ara-4B,yfcR
Ara-4B,dsdC
Ara-4B,evgS
Ara-4B,yfeO
Ara-4B,yfeR
Ara-4B,hyfB
Ara-4B,hyfC
Ara-4B,yfhM
Ara-4B,pepB
Ara-4B,yphD
Ara-4B,yfiO
Ara-4B,ygaF
Ara-4B,nrdI
Ara-4B,ygaH
Ara-4B,hypF
Ara-4B,hycI
Ara-4B,ispF
Ara-4B,cysJ
Ara-4B,ygcM
Ara-4B,ygcN
Ara-4B,ygcS
Ara-4B,ygcE
Ara-4B,pyrG
Ara-4B,gudP
Ara-4B,fucO
Ara-4B,recB
Ara-4B,xdhD
Ara-4B,gcvP
Ara-4B,ubiH
Ara-4B,iciA
Ara-4B,speA
Ara-4B,yqgE
Ara-4B,yggM
Ara-4B,yggH
Ara-4B,ECB_02798
Ara-4B,ECB_02798
Ara-4B,flu
Ara-4B,yghF
Ara-4B,yghJ
Ara-4B,ECB_02851
Ara-4B,yghS
Ara-4B,yghA
Ara-4B,yghB
Ara-4B,ygiP
Ara-4B,ttdA
Ara-4B,ygjI
Ara-4B,fadH
Ara-4B,ygjU
Ara-4B,exuT
Ara-4B,agaE
Ara-4B,yraR
Ara-4B,mtr
Ara-4B,infB
Ara-4B,yhbE
Ara-4B,yrbE
Ara-4B,yhbL
Ara-4B,yhbL
Ara-4B,arcB
Ara-4B,gltB
Ara-4B,argR
Ara-4B,fis
Ara-4B,acrF
Ara-4B,rpsD
