population,gene_list
Ara-1A,ygfY
Ara-1A,visC
Ara-1A,sbm
Ara-1A,sbm
Ara-1A,yggB
Ara-1A,mutY
Ara-1A,ECB_02816
Ara-1A,ECB_02827
Ara-1A,yghG
Ara-1A,yghJ
Ara-1A,yghJ
Ara-1A,ECB_02851
Ara-1A,yqhD
Ara-1A,ygiQ
Ara-1A,parE
Ara-1A,ygiC
Ara-1A,yqiG
Ara-1A,yqiI
Ara-1A,ygiF
Ara-1A,ygiP
Ara-1A,ebgR
Ara-1A,ygjK
Ara-1A,ygjU
Ara-1A,exuT
Ara-1A,yqjG
Ara-1A,yhaK
Ara-1A,tdcG
Ara-1A,agaR
Ara-1A,agaS
Ara-1A,agaY
Ara-1A,yraK
Ara-1A,yhbU
Ara-1A,nlpI
Ara-1A,infB
Ara-1A,hflB
Ara-1A,yhbH
Ara-1A,arcB
Ara-1A,gltB
Ara-1A,nanK
Ara-1A,dcuD
Ara-1A,dcuD
Ara-1A,maf
Ara-1A,acrE
Ara-1A,smg
Ara-1A,rpsD
Ara-1A,rpsM
Ara-1A,rplF
Ara-1A,gspC
Ara-1A,fkpA
Ara-1A,yhfV
Ara-1A,hslO
Ara-1A,pckA
Ara-1A,yhgF
Ara-1A,feoB
Ara-1A,malT
Ara-1A,rtcA
Ara-1A,glpE
Ara-1A,ECB_03279
Ara-1A,glgA
Ara-1A,glgA
Ara-1A,glgX
Ara-1A,yhgN
Ara-1A,gntU
Ara-1A,ugpC
Ara-1A,ugpA
Ara-1A,livK
Ara-1A,zntA
Ara-1A,yhhS
Ara-1A,acpT
Ara-1A,yhhJ
Ara-1A,yhiI
Ara-1A,gor
Ara-1A,gadA
Ara-1A,gadA
Ara-1A,treF
Ara-1A,bcsC
Ara-1A,bcsC
Ara-1A,yhjX
Ara-1A,cspA
Ara-1A,yiaA
Ara-1A,malS
Ara-1A,ECB_03437
Ara-1A,ECB_03438
Ara-1A,rhsA
Ara-1A,ECB_03459
Ara-1A,ECB_03460
Ara-1A,ECB_03460
Ara-1A,ECB_03460
Ara-1A,lldP
Ara-1A,lldP
Ara-1A,cysE
Ara-1A,secB
Ara-1A,waaO
Ara-1A,coaD
Ara-1A,spoT
Ara-1A,ECB_03520
Ara-1A,ECB_03532
Ara-1A,yicK
Ara-1A,ade
Ara-1A,ade
Ara-1A,uhpT
Ara-1A,uhpT
Ara-1A,glvG
Ara-1A,glvBC
Ara-1A,glvBC
Ara-1A,dgoK
Ara-1A,dgoR
Ara-1A,dnaA
Ara-1A,yieG
Ara-1A,yieH
Ara-1A,yieL
Ara-1A,bglF
Ara-1A,yifB
Ara-1A,ilvA
Ara-1A,yifN
Ara-1A,rep
Ara-1A,rfe
Ara-1A,wecB
Ara-1A,rffG
Ara-1A,wecD
Ara-1A,wecG
Ara-1A,aslB
Ara-1A,aslB
Ara-1A,ECB_03690
Ara-1A,rarD
Ara-1A,rarD
Ara-1A,recQ
Ara-1A,metR
Ara-1A,ECB_03713
Ara-1A,ECB_03720
Ara-1A,ECB_03721
Ara-1A,ECB_03723
Ara-1A,yigN
Ara-1A,ubiB
Ara-1A,ubiB
Ara-1A,yigZ
Ara-1A,polA
Ara-1A,yihL
Ara-1A,fdhE
Ara-1A,fdhD
Ara-1A,frvB
Ara-1A,frvA
Ara-1A,rhaD
Ara-1A,rhaD
Ara-1A,rhaA
Ara-1A,rhaR
Ara-1A,cdh
Ara-1A,cdh
Ara-1A,glpF
Ara-1A,hslU
Ara-1A,yijE
Ara-1A,gldA
Ara-1A,ptsA
Ara-1A,pflC
Ara-1A,udhA
Ara-1A,trmA
Ara-1A,rpoB
Ara-1A,rpoC
Ara-1A,thiC
Ara-1A,hupA
Ara-1A,yjaH
Ara-1A,yjaH
Ara-1A,iclR
Ara-1A,metH
Ara-1A,malE
Ara-1A,lamB
Ara-1A,yjbI
Ara-1A,yjbN
Ara-1A,aphA
Ara-1A,nrfG
Ara-1A,phnK
Ara-1A,basS
Ara-1A,lysU
Ara-1A,yjeK
Ara-1A,yjfC
Ara-1A,aidB
Ara-1A,rpsF
Ara-1A,ECB_04071
Ara-1A,ECB_04076
Ara-1A,fklB
Ara-1A,pyrB
Ara-1A,valS
Ara-1A,valS
Ara-1A,yjhC
Ara-1A,ECB_04147
Ara-1A,ECB_04147
Ara-1A,sgcX
Ara-1A,fimA
Ara-1A,fimH
Ara-1A,gntP
Ara-1A,yjiK
Ara-1A,yjiL
Ara-1A,yjiN
Ara-1A,yjiV
Ara-1A,hsdM
Ara-1A,hsdR
Ara-1A,hpaB
Ara-1A,hpaD
Ara-1A,yjiZ
Ara-1A,yjjG
Ara-1A,osmY
Ara-1A,serB
Ara-1A,nadR
Ara-1B,thrA
Ara-1B,dnaK
Ara-1B,dnaJ
Ara-1B,rihC
Ara-1B,caiD
Ara-1B,apaG
Ara-1B,imp
Ara-1B,hepA
Ara-1B,polB
Ara-1B,araA
Ara-1B,tbpA
Ara-1B,setA
Ara-1B,ilvI
Ara-1B,ftsZ
Ara-1B,mutT
Ara-1B,guaC
Ara-1B,hofC
Ara-1B,ampE
Ara-1B,aceE
Ara-1B,cueO
Ara-1B,yadG
Ara-1B,yadD
Ara-1B,yadC
Ara-1B,htrE
Ara-1B,pcnB
Ara-1B,pcnB
Ara-1B,degP
Ara-1B,yaeL
Ara-1B,ldcC
Ara-1B,yaeR
Ara-1B,rof
Ara-1B,cutF
Ara-1B,insB-2
Ara-1B,fhiA
Ara-1B,yafN
Ara-1B,yafA
Ara-1B,yagW
Ara-1B,ykgF
Ara-1B,yahG
Ara-1B,yahI
Ara-1B,yahJ
Ara-1B,yahK
Ara-1B,prpE
Ara-1B,lacA
Ara-1B,araJ
Ara-1B,sbcC
Ara-1B,secF
Ara-1B,ribH
Ara-1B,thiI
Ara-1B,ppiD
Ara-1B,ybaE
Ara-1B,cof
Ara-1B,maa
Ara-1B,maa
Ara-1B,acrB
Ara-1B,kefA
Ara-1B,recR
Ara-1B,ybaL
Ara-1B,ushA
Ara-1B,ybbK
Ara-1B,ybbP
Ara-1B,ybbP
Ara-1B,gcl
Ara-1B,hyi
Ara-1B,cysS
Ara-1B,sfmD
Ara-1B,sfmH
Ara-1B,ybcK
Ara-1B,ybcM
Ara-1B,nfrA
Ara-1B,cusR
Ara-1B,entC
Ara-1B,cstA
Ara-1B,ybdM
Ara-1B,mrdA
Ara-1B,ybeA
Ara-1B,phpB
Ara-1B,holA
Ara-1B,ybeR
Ara-1B,hscC
Ara-1B,gltI
Ara-1B,nagC
Ara-1B,nagC
Ara-1B,fldA
Ara-1B,pgm
Ara-1B,kdpD
Ara-1B,kdpC
Ara-1B,kdpB
Ara-1B,phrB
Ara-1B,ybgJ
Ara-1B,ybgK
Ara-1B,sucB
Ara-1B,ybgG
Ara-1B,gpmA
Ara-1B,gpmA
Ara-1B,galE
Ara-1B,ybhC
Ara-1B,ECB_00726
Ara-1B,ECB_00726
Ara-1B,ECB_00732
Ara-1B,ECB_00738
Ara-1B,bioA
Ara-1B,ybhR
Ara-1B,ybiB
Ara-1B,ybiN
Ara-1B,ybiO
Ara-1B,glnH
Ara-1B,ybiT
Ara-1B,yliE
Ara-1B,yliG
Ara-1B,deoR
Ara-1B,ECB_00824
Ara-1B,ECB_00833
Ara-1B,ECB_00840
Ara-1B,ECB_00842
Ara-1B,ybjD
Ara-1B,macB
Ara-1B,pflB
Ara-1B,ycbB
Ara-1B,pncB
Ara-1B,ycbS
Ara-1B,ycbG
Ara-1B,helD
Ara-1B,hyaB
Ara-1B,hyaC
Ara-1B,hyaC
Ara-1B,hyaE
Ara-1B,appC
Ara-1B,cbpA
Ara-1B,ycdI
Ara-1B,ycdJ
Ara-1B,ycdS
Ara-1B,ycdW
Ara-1B,ymdB
Ara-1B,ymdC
Ara-1B,pyrC
Ara-1B,flgA
Ara-1B,yceD
Ara-1B,fhuE
Ara-1B,fhuE
Ara-1B,ycfS
Ara-1B,pepT
Ara-1B,ycfC
Ara-1B,ymfC
Ara-1B,ymgC
Ara-1B,ycgG
Ara-1B,ycgH
Ara-1B,ycgH
Ara-1B,ycgK
Ara-1B,treA
Ara-1B,dhaM
Ara-1B,dhaM
Ara-1B,narX
Ara-1B,narK
Ara-1B,oppB
Ara-1B,topA
Ara-1B,topA
Ara-1B,topA
Ara-1B,cysB
Ara-1B,pgpB
Ara-1B,pyrF
Ara-1B,yciR
Ara-1B,fabI
Ara-1B,sapA
Ara-1B,ycjL
Ara-1B,ycjU
Ara-1B,ompG
Ara-1B,ompG
Ara-1B,ycjZ
Ara-1B,mppA
Ara-1B,mppA
Ara-1B,ynaI
Ara-1B,ydaA
Ara-1B,ydaA
Ara-1B,ogt
Ara-1B,abgB
Ara-1B,recE
Ara-1B,ydfQ
Ara-1B,ECB_01341
Ara-1B,ECB_01344
Ara-1B,ydbD
Ara-1B,ynbB
Ara-1B,hrpA
Ara-1B,gapC
Ara-1B,ydcN
Ara-1B,ydcN
Ara-1B,yddE
Ara-1B,narZ
Ara-1B,narU
Ara-1B,yddG
Ara-1B,fdnG
Ara-1B,fdnH
Ara-1B,dos
Ara-1B,dos
Ara-1B,dos
Ara-1B,dos
Ara-1B,xasA
Ara-1B,xasA
Ara-1B,yddB
Ara-1B,ydeN
Ara-1B,ydeT
Ara-1B,hipA
Ara-1B,ydeU
Ara-1B,ydeU
Ara-1B,yneE
Ara-1B,ydfJ
Ara-1B,rstA
Ara-1B,manA
Ara-1B,ydgK
Ara-1B,rnfG
Ara-1B,tyrS
Ara-1B,lhr
Ara-1B,ydhO
Ara-1B,ydhO
Ara-1B,purR
Ara-1B,ydhR
Ara-1B,ydhT
Ara-1B,pykF
Ara-1B,ydiL
Ara-1B,ydiS
Ara-1B,ydiA
Ara-1B,arpB
Ara-1B,ydjO
Ara-1B,katE
Ara-1B,celF
Ara-1B,celA
Ara-1B,ydjQ
Ara-1B,ydjZ
Ara-1B,ynjI
Ara-1B,topB
Ara-1B,sppA
Ara-1B,ydjG
Ara-1B,ydjH
Ara-1B,ydjL
Ara-1B,ydjL
Ara-1B,gapA
Ara-1B,yeaI
Ara-1B,yoaF
Ara-1B,fadD
Ara-1B,fadD
Ara-1B,yoaA
Ara-1B,yoaE
Ara-1B,prc
Ara-1B,yebU
Ara-1B,ruvC
Ara-1B,yecE
Ara-1B,torY
Ara-1B,tap
Ara-1B,yecI
Ara-1B,uvrC
Ara-1B,uvrY
Ara-1B,yedV
Ara-1B,yeeJ
Ara-1B,shiA
Ara-1B,cbl
Ara-1B,yeeA
Ara-1B,yeeA
Ara-1B,yeeF
Ara-1B,wzzB
Ara-1B,wcaE
Ara-1B,asmA
Ara-1B,dcd
Ara-1B,yegE
Ara-1B,yegD
Ara-1B,yegI
Ara-1B,yegI
Ara-1B,yegI
Ara-1B,ECB_01994
Ara-1B,ECB_02000
Ara-1B,ECB_02000
Ara-1B,ECB_02003
Ara-1B,yegV
Ara-1B,metG
Ara-1B,molR
Ara-1B,yehM
Ara-1B,yehQ
Ara-1B,yehY
Ara-1B,dld
Ara-1B,yohI
Ara-1B,yohI
Ara-1B,mglA
Ara-1B,yeiH
Ara-1B,yejE
Ara-1B,bcr
Ara-1B,yejK
Ara-1B,narP
Ara-1B,napA
Ara-1B,atoS
Ara-1B,atoS
Ara-1B,yfaL
Ara-1B,glpC
Ara-1B,yfaV
Ara-1B,arnT
Ara-1B,menD
Ara-1B,nuoM
Ara-1B,nuoH
Ara-1B,nuoG
Ara-1B,yfcE
Ara-1B,yfcI
Ara-1B,accD
Ara-1B,yfcM
Ara-1B,yfcB
Ara-1B,yfcTU
Ara-1B,yfdC
Ara-1B,evgS
Ara-1B,yfdW
Ara-1B,ypdA
Ara-1B,ypdG
Ara-1B,yfeO
Ara-1B,yfeO
Ara-1B,yfeA
Ara-1B,crr
Ara-1B,yfeS
Ara-1B,cysM
Ara-1B,ypeA
Ara-1B,amiA
Ara-1B,amiA
Ara-1B,yfeG
Ara-1B,cchB
Ara-1B,eutT
Ara-1B,talA
Ara-1B,talA
Ara-1B,aegA
Ara-1B,acrD
Ara-1B,gcvR
Ara-1B,uraA
Ara-1B,yfgK
Ara-1B,pepB
Ara-1B,hscA
Ara-1B,hscA
Ara-1B,iscS
Ara-1B,yphA
Ara-1B,yphG
Ara-1B,tadA
Ara-1B,yfhB
Ara-1B,yfiF
Ara-1B,pssA
Ara-1B,kgtP
Ara-1B,pheA
Ara-1B,yfiR
Ara-1B,ECB_02509
Ara-1B,gabD
Ara-1B,gshA
Ara-1B,recX
Ara-1B,hycF
Ara-1B,hycC
Ara-1B,rpoS
Ara-1B,nlpD
Ara-1B,cysN
Ara-1B,ygcQ
Ara-1B,ygcR
Ara-1B,ECB_02621
Ara-1B,ygcF
Ara-1B,barA
Ara-1B,barA
Ara-1B,gudX
Ara-1B,gudX
Ara-1B,yqcB
Ara-1B,ECB_02650
Ara-1B,fucI
Ara-1B,fucK
Ara-1B,ygdI
Ara-1B,csdA
Ara-1B,ygdL
Ara-1B,ptr
Ara-1B,ptr
Ara-1B,recC
Ara-1B,ptsP
Ara-1B,aas
Ara-1B,galR
Ara-1B,lysA
Ara-1B,kduD
Ara-1B,xdhA
Ara-1B,ygeW
Ara-1B,ygeY
Ara-1B,prfB
Ara-1B,dsbC
Ara-1B,xerD
Ara-1B,ygfY
Ara-1B,visC
Ara-1B,ubiH
Ara-1B,sbm
Ara-1B,sbm
Ara-1B,ygfI
Ara-1B,yggB
Ara-1B,yggP
Ara-1B,gshB
Ara-1B,yggS
Ara-1B,mutY
Ara-1B,speC
Ara-1B,ECB_02797
Ara-1B,ECB_02816
Ara-1B,ECB_02816
Ara-1B,yghE
Ara-1B,ECB_02831
Ara-1B,yghG
Ara-1B,yghJ
Ara-1B,yghK
Ara-1B,glcG
Ara-1B,ECB_02851
Ara-1B,yghXY
Ara-1B,yqhC
Ara-1B,yqhH
Ara-1B,ygiQ
Ara-1B,mdaB
Ara-1B,parE
Ara-1B,yqiH
Ara-1B,yqiH
Ara-1B,ygiF
Ara-1B,ygiH
Ara-1B,ygjG
Ara-1B,ebgR
Ara-1B,ygjK
Ara-1B,ygjU
Ara-1B,ygjU
Ara-1B,exuT
Ara-1B,exuT
Ara-1B,yqjG
Ara-1B,yhaM
Ara-1B,yhaM
Ara-1B,yhaO
Ara-1B,tdcG
Ara-1B,tdcG
Ara-1B,tdcG
Ara-1B,garD
Ara-1B,agaY
Ara-1B,infB
Ara-1B,murA
Ara-1B,murA
Ara-1B,yrbG
Ara-1B,arcB
Ara-1B,yhcC
Ara-1B,gltB
Ara-1B,gltB
Ara-1B,gltB
Ara-1B,nanK
Ara-1B,argR
Ara-1B,acrF
Ara-1B,mscL
Ara-1B,rpsD
Ara-1B,rpsM
Ara-1B,rplF
Ara-1B,gspA
Ara-1B,yheS
Ara-1B,yhfM
Ara-1B,pckA
Ara-1B,yhgF
Ara-1B,yhgA
Ara-1B,malQ
Ara-1B,malP
Ara-1B,malT
Ara-1B,malT
Ara-1B,malT
Ara-1B,rtcA
Ara-1B,rtcR
Ara-1B,glpE
Ara-1B,ECB_03279
Ara-1B,ECB_03279
Ara-1B,yhgN
Ara-1B,yhhZ
Ara-1B,ugpC
Ara-1B,livK
Ara-1B,zntA
Ara-1B,yhhQ
Ara-1B,acpT
Ara-1B,yhiH
Ara-1B,yhiH
Ara-1B,yhiJ
Ara-1B,prlC
Ara-1B,arsC
Ara-1B,yhiS
Ara-1B,yhiU
Ara-1B,yhjB
Ara-1B,yhjN
Ara-1B,yhjO
Ara-1B,yhjQ
Ara-1B,dppB
Ara-1B,yhjX
Ara-1B,glyQ
Ara-1B,malS
Ara-1B,yiaN
Ara-1B,sgbH
Ara-1B,ECB_03437
Ara-1B,ECB_03438
Ara-1B,rhsA
Ara-1B,yibA
Ara-1B,waaW
Ara-1B,yicG
Ara-1B,spoT
Ara-1B,gltS
Ara-1B,gltS
Ara-1B,yicE
Ara-1B,ECB_03524
Ara-1B,ECB_03531
Ara-1B,yicK
Ara-1B,ade
Ara-1B,ade
Ara-1B,glvG
Ara-1B,yidE
Ara-1B,yidR
Ara-1B,trmE
Ara-1B,tnaB
Ara-1B,yieG
Ara-1B,yieH
Ara-1B,yieM
Ara-1B,yieP
Ara-1B,rep
Ara-1B,gppA
Ara-1B,rffG
Ara-1B,wzxE
Ara-1B,aslB
Ara-1B,hemX
Ara-1B,ECB_03693
Ara-1B,rarD
Ara-1B,rarD
Ara-1B,yigI
Ara-1B,recQ
Ara-1B,ECB_03714
Ara-1B,ECB_03714
Ara-1B,ECB_03720
Ara-1B,ECB_03723
Ara-1B,yigN
Ara-1B,ubiB
Ara-1B,ubiB
Ara-1B,yigZ
Ara-1B,polA
Ara-1B,hemN
Ara-1B,glnG
Ara-1B,yihQ
Ara-1B,yihR
Ara-1B,yihS
Ara-1B,frvB
Ara-1B,frvA
Ara-1B,rhaD
Ara-1B,rhaD
Ara-1B,cdh
Ara-1B,menA
Ara-1B,hslU
Ara-1B,ptsA
Ara-1B,pflD
Ara-1B,pflC
Ara-1B,rpoB
Ara-1B,thiC
Ara-1B,hemE
Ara-1B,yjaG
Ara-1B,yjaH
Ara-1B,aceA
Ara-1B,iclR
Ara-1B,metH
Ara-1B,metH
Ara-1B,metH
Ara-1B,metH
Ara-1B,yjbB
Ara-1B,yjbH
Ara-1B,malE
Ara-1B,yjbI
Ara-1B,zur
Ara-1B,yjbN
Ara-1B,uvrA
Ara-1B,nrfC
Ara-1B,nrfG
Ara-1B,yjcO
Ara-1B,yjcQ
Ara-1B,alsK
Ara-1B,alsA
Ara-1B,phnB
Ara-1B,yjdA
Ara-1B,yjdA
Ara-1B,basS
Ara-1B,yjdB
Ara-1B,adiA
Ara-1B,melA
Ara-1B,dcuR
Ara-1B,yjdL
Ara-1B,cadB
Ara-1B,cadC
Ara-1B,yjeK
Ara-1B,sugE
Ara-1B,frdA
Ara-1B,yjeP
Ara-1B,yjeQ
Ara-1B,yjfC
Ara-1B,aidB
Ara-1B,ptxA
Ara-1B,ECB_04071
Ara-1B,ECB_04076
Ara-1B,ytfB
Ara-1B,fklB
Ara-1B,cpdB
Ara-1B,ytfL
Ara-1B,ytfQ
Ara-1B,treC
Ara-1B,mgtA
Ara-1B,mgtA
Ara-1B,pyrB
Ara-1B,valS
Ara-1B,yis1
Ara-1B,yjhA
Ara-1B,fimA
Ara-1B,fimD
Ara-1B,gntP
Ara-1B,yjiE
Ara-1B,yjiK
Ara-1B,mcrB
Ara-1B,hsdM
Ara-1B,hsdR
Ara-1B,hsdR
Ara-1B,hpaX
Ara-1B,yjiZ
Ara-1B,mdoB
Ara-1B,dnaT
Ara-1B,yjjG
Ara-1B,smp
Ara-1B,nadR
Ara-1B,rob
Ara-2A,thrA
Ara-2A,thrB
Ara-2A,dnaJ
Ara-2A,nhaA
Ara-2A,rihC
Ara-2A,carB
Ara-2A,fixC
Ara-2A,polB
Ara-2A,ftsI
Ara-2A,murF
Ara-2A,ftsZ
Ara-2A,secA
Ara-2A,mutT
Ara-2A,coaE
Ara-2A,hofB
Ara-2A,yacH
Ara-2A,acnB
Ara-2A,cueO
Ara-2A,gcd
Ara-2A,yadG
Ara-2A,yadE
Ara-2A,hrpB
Ara-2A,hrpB
Ara-2A,mrcB
Ara-2A,mrcB
Ara-2A,yadQ
Ara-2A,yadQ
Ara-2A,ispC
Ara-2A,yaeT
Ara-2A,tilS
Ara-2A,yaeP
Ara-2A,gmhB
Ara-2A,ECB_00212
Ara-2A,ECB_00212
Ara-2A,yafP
Ara-2A,pepD
Ara-2A,proB
Ara-2A,proA
Ara-2A,proA
Ara-2A,yagR
Ara-2A,yagS
Ara-2A,yagX
Ara-2A,yagX
Ara-2A,yagX
Ara-2A,eaeH
Ara-2A,ykgF
Ara-2A,ykgG
Ara-2A,betA
Ara-2A,yahE
Ara-2A,prpD
Ara-2A,codB
Ara-2A,codB
Ara-2A,codB
Ara-2A,lacY
Ara-2A,lacI
Ara-2A,mhpR
Ara-2A,mhpR
Ara-2A,mhpB
Ara-2A,yaiT
Ara-2A,yaiT
Ara-2A,phoA
Ara-2A,proC
Ara-2A,proC
Ara-2A,aroL
Ara-2A,yaiA
Ara-2A,yajF
Ara-2A,phoR
Ara-2A,queA
Ara-2A,nusB
Ara-2A,ampG
Ara-2A,ybaX
Ara-2A,ybaX
Ara-2A,ylaB
Ara-2A,ybaJ
Ara-2A,acrB
Ara-2A,kefA
Ara-2A,kefA
Ara-2A,dnaX
Ara-2A,ybaL
Ara-2A,ybaS
Ara-2A,cueR
Ara-2A,ybbJ
Ara-2A,tesA
Ara-2A,rhsD
Ara-2A,rhsD
Ara-2A,ybbD
Ara-2A,gcl
Ara-2A,ylbE
Ara-2A,cysS
Ara-2A,ybcD
Ara-2A,ybcL
Ara-2A,ECB_00513
Ara-2A,ECB_00513
Ara-2A,cusS
Ara-2A,fepE
Ara-2A,fepE
Ara-2A,cstA
Ara-2A,dsbG
Ara-2A,dsbG
Ara-2A,ybdR
Ara-2A,rna
Ara-2A,citA
Ara-2A,mrdA
Ara-2A,mrdA
Ara-2A,ybeY
Ara-2A,yleA
Ara-2A,asnB
Ara-2A,kdpD
Ara-2A,ybgL
Ara-2A,ybgG
Ara-2A,nadA
Ara-2A,ybhJ
Ara-2A,ECB_00726
Ara-2A,ECB_00732
Ara-2A,ECB_00735
Ara-2A,ECB_00735
Ara-2A,uvrB
Ara-2A,ybhS
Ara-2A,ybhF
Ara-2A,mntR
Ara-2A,yliE
Ara-2A,ybjJ
Ara-2A,ECB_00825
Ara-2A,ECB_00831
Ara-2A,ECB_00833
Ara-2A,ECB_00834
Ara-2A,rimK
Ara-2A,artJ
Ara-2A,ltaE
Ara-2A,hcr
Ara-2A,ybjE
