population,gene_list
Ara-2A,ybjD
Ara-2A,macB
Ara-2A,clpA
Ara-2A,cydD
Ara-2A,serS
Ara-2A,ycaD
Ara-2A,pflA
Ara-2A,rpsA
Ara-2A,mukB
Ara-2A,ycbB
Ara-2A,ycbL
Ara-2A,ssuC
Ara-2A,ycbT
Ara-2A,ycbF
Ara-2A,pqiB
Ara-2A,yccF
Ara-2A,yccW
Ara-2A,hyaE
Ara-2A,appB
Ara-2A,appB
Ara-2A,yccZ
Ara-2A,ymcA
Ara-2A,torA
Ara-2A,cbpA
Ara-2A,ycdB
Ara-2A,phoH
Ara-2A,ycdS
Ara-2A,csgC
Ara-2A,ymdC
Ara-2A,yceI
Ara-2A,yceD
Ara-2A,ycfW
Ara-2A,ycfX
Ara-2A,ycfD
Ara-2A,phoQ
Ara-2A,ycfC
Ara-2A,ycgH
Ara-2A,minE
Ara-2A,hlyE
Ara-2A,ycgV
Ara-2A,ycgV
Ara-2A,ycgV
Ara-2A,ychM
Ara-2A,hemK
Ara-2A,narK
Ara-2A,yciQ
Ara-2A,yciL
Ara-2A,topA
Ara-2A,cysB
Ara-2A,pyrF
Ara-2A,sapA
Ara-2A,sapA
Ara-2A,sapA
Ara-2A,ymjA
Ara-2A,ycjM
Ara-2A,ycjN
Ara-2A,ycjP
Ara-2A,ycjR
Ara-2A,ycjS
Ara-2A,ycjU
Ara-2A,tpx
Ara-2A,ycjZ
Ara-2A,abgB
Ara-2A,ydaN
Ara-2A,ydaO
Ara-2A,tynA
Ara-2A,ydbD
Ara-2A,ynbB
Ara-2A,ynbB
Ara-2A,ynbD
Ara-2A,hrpA
Ara-2A,ydcA
Ara-2A,trg
Ara-2A,ydcJ
Ara-2A,ydcL
Ara-2A,ydcV
Ara-2A,yddK
Ara-2A,sfcA
Ara-2A,yddS
Ara-2A,yddS
Ara-2A,xasA
Ara-2A,yddA
Ara-2A,tam
Ara-2A,ECB_01528
Ara-2A,dicB
Ara-2A,ydfE
Ara-2A,intQ
Ara-2A,ynfE
Ara-2A,ynfF
Ara-2A,rstB
Ara-2A,rstB
Ara-2A,uidB
Ara-2A,ydgR
Ara-2A,slyB
Ara-2A,ydhM
Ara-2A,nemA
Ara-2A,lhr
Ara-2A,lhr
Ara-2A,ydhT
Ara-2A,ydhV
Ara-2A,pykF
Ara-2A,ydiK
Ara-2A,ydiL
Ara-2A,ydiM
Ara-2A,ydiB
Ara-2A,ydiY
Ara-2A,pfkB
Ara-2A,yniB
Ara-2A,astC
Ara-2A,ynjB
Ara-2A,ansA
Ara-2A,ydjG
Ara-2A,yeaG
Ara-2A,yeaI
Ara-2A,yeaJ
Ara-2A,yeaJ
Ara-2A,yeaN
Ara-2A,yoaA
Ara-2A,manX
Ara-2A,ECB_01797
Ara-2A,prc
Ara-2A,pphA
Ara-2A,yobB
Ara-2A,purT
Ara-2A,yebK
Ara-2A,aspS
Ara-2A,yecT
Ara-2A,flhA
Ara-2A,flhB
Ara-2A,yeeJ
Ara-2A,yeeN
Ara-2A,nac
Ara-2A,erfK
Ara-2A,cobU
Ara-2A,insD
Ara-2A,insD
Ara-2A,ECB_01906
Ara-2A,sbmC
Ara-2A,yegN
Ara-2A,yegN
Ara-2A,yegN
Ara-2A,yegN
Ara-2A,yegO
Ara-2A,ECB_01999
Ara-2A,ECB_02002
Ara-2A,ECB_02004
Ara-2A,gatZ
Ara-2A,gatZ
Ara-2A,fbaB
Ara-2A,ECB_02033
Ara-2A,ECB_02034
Ara-2A,molR
Ara-2A,yehI
Ara-2A,yehI
Ara-2A,yehW
Ara-2A,yehY
Ara-2A,dld
Ara-2A,yohGH
Ara-2A,sanA
Ara-2A,mglB
Ara-2A,yeiG
Ara-2A,yeiG
Ara-2A,cirA
Ara-2A,yejA
Ara-2A,yejH
Ara-2A,yejH
Ara-2A,yejH
Ara-2A,rplY
Ara-2A,yejM
Ara-2A,yejO
Ara-2A,yejO
Ara-2A,ccmF
Ara-2A,napB
Ara-2A,ada
Ara-2A,yojL
Ara-2A,rcsC
Ara-2A,atoD
Ara-2A,atoB
Ara-2A,yfaQ
Ara-2A,nrdA
Ara-2A,nrdB
Ara-2A,glpT
Ara-2A,glpT
Ara-2A,glpA
Ara-2A,glpC
Ara-2A,yfaX
Ara-2A,yfbJ
Ara-2A,menD
Ara-2A,nuoG
Ara-2A,yfcE
Ara-2A,argT
Ara-2A,accD
Ara-2A,truA
Ara-2A,fabB
Ara-2A,yfcY
Ara-2A,yfcZ
Ara-2A,dsdC
Ara-2A,dsdC
Ara-2A,emrY
Ara-2A,emrK
Ara-2A,evgS
Ara-2A,yfdW
Ara-2A,yfdZ
Ara-2A,ypdA
Ara-2A,ypdF
Ara-2A,glk
Ara-2A,cysZ
Ara-2A,yfeV
Ara-2A,yfeV
Ara-2A,yfeY
Ara-2A,eutA
Ara-2A,eutG
Ara-2A,cchB
Ara-2A,eutI
Ara-2A,ypfG
Ara-2A,dapE
Ara-2A,ypfH
Ara-2A,hyfB
Ara-2A,hyfB
Ara-2A,hyfF
Ara-2A,focB
Ara-2A,hda
Ara-2A,purN
Ara-2A,ppk
Ara-2A,yfgF
Ara-2A,sseA
Ara-2A,pepB
Ara-2A,hcaT
Ara-2A,hcaT
Ara-2A,hcaT
Ara-2A,hcaT
Ara-2A,hcaT
Ara-2A,hcaB
Ara-2A,yphE
Ara-2A,yphH
Ara-2A,glyA
Ara-2A,yfhB
Ara-2A,yfhH
Ara-2A,nadB
Ara-2A,yfiC
Ara-2A,clpB
Ara-2A,ECB_02509
Ara-2A,ECB_02510
Ara-2A,ygaM
Ara-2A,proX
Ara-2A,ygaZ
Ara-2A,gshA
Ara-2A,srlE
Ara-2A,srlD
Ara-2A,ygbD
Ara-2A,ascF
Ara-2A,ascF
Ara-2A,ascB
Ara-2A,pphB
Ara-2A,ygcE
Ara-2A,relA
Ara-2A,sdaC
Ara-2A,sdaB
Ara-2A,fucA
Ara-2A,fucA
Ara-2A,ECB_02652
Ara-2A,recC
Ara-2A,lgt
Ara-2A,ptsP
Ara-2A,lysR
Ara-2A,yqeG
Ara-2A,yqeG
Ara-2A,xdhA
Ara-2A,xdhA
Ara-2A,ygeZ
Ara-2A,ygeZ
Ara-2A,ygeZ
Ara-2A,yqeB
Ara-2A,ygfJ
Ara-2A,guaD
Ara-2A,ygfQ
Ara-2A,recJ
Ara-2A,dsbC
Ara-2A,gcvP
Ara-2A,argK
Ara-2A,argK
Ara-2A,yggF
Ara-2A,yggG
Ara-2A,gshB
Ara-2A,yggR
Ara-2A,yggL
Ara-2A,yggL
Ara-2A,yggH
Ara-2A,speC
Ara-2A,ECB_02798
Ara-2A,yeeR
Ara-2A,yeeR
Ara-2A,yeeU
Ara-2A,ECB_02821
Ara-2A,ECB_02821
Ara-2A,ECB_02838
Ara-2A,ECB_02838
Ara-2A,yghF
Ara-2A,glcC
Ara-2A,ECB_02855
Ara-2A,ECB_02857
Ara-2A,yghR
Ara-2A,yghU
Ara-2A,hybC
Ara-2A,yghB
Ara-2A,yghB
Ara-2A,ygiC
Ara-2A,ygiD
Ara-2A,ribB
Ara-2A,ygiL
Ara-2A,yqiH
Ara-2A,yqiK
Ara-2A,ttdB
Ara-2A,ygjE
Ara-2A,rpoD
Ara-2A,rpoD
Ara-2A,yqjH
Ara-2A,ygjG
Ara-2A,ygjT
Ara-2A,yqjC
Ara-2A,yhaH
Ara-2A,yhaM
Ara-2A,yhaB
Ara-2A,garP
Ara-2A,agaZ
Ara-2A,agaZ
Ara-2A,agaY
Ara-2A,agaC
Ara-2A,yraN
Ara-2A,yraR
Ara-2A,deaD
Ara-2A,infB
Ara-2A,yrbH
Ara-2A,yhcC
Ara-2A,gltB
Ara-2A,nanA
Ara-2A,dcuD
Ara-2A,degS
Ara-2A,yhcP
Ara-2A,yhcS
Ara-2A,yhdP
Ara-2A,yhdA
Ara-2A,yhdY
Ara-2A,prlA
Ara-2A,rpsE
Ara-2A,gspK
Ara-2A,fusA
Ara-2A,yheR
Ara-2A,prkB
Ara-2A,yhfK
Ara-2A,yhfQ
Ara-2A,dam
Ara-2A,yrfD
Ara-2A,pckA
Ara-2A,envZ
Ara-2A,greB
Ara-2A,gntT
Ara-2A,gntT
Ara-2A,malT
Ara-2A,rtcA
Ara-2A,glpG
Ara-2A,yzgL
Ara-2A,asd
Ara-2A,ugpE
Ara-2A,rpoH
Ara-2A,yhiH
Ara-2A,yhiV
Ara-2A,treF
Ara-2A,yhjG
Ara-2A,yhjG
Ara-2A,yhjJ
Ara-2A,yhjN
Ara-2A,yhjR
Ara-2A,dppA
Ara-2A,yhjY
Ara-2A,xylF
Ara-2A,yiaO
Ara-2A,selB
Ara-2A,ECB_03460
Ara-2A,ECB_03460
Ara-2A,yicC
Ara-2A,spoT
Ara-2A,gltS
Ara-2A,ECB_03519
Ara-2A,ECB_03523
Ara-2A,insI
Ara-2A,yicL
Ara-2A,yicM
Ara-2A,uhpA
Ara-2A,yidK
Ara-2A,tnaA
Ara-2A,yieL
Ara-2A,yieC
Ara-2A,yieM
Ara-2A,kup
Ara-2A,kup
Ara-2A,ilvG
Ara-2A,ilvE
Ara-2A,gppA
Ara-2A,gppA
Ara-2A,cyaA
Ara-2A,yigE
Ara-2A,metR
Ara-2A,metE
Ara-2A,ECB_03711
Ara-2A,udp
Ara-2A,tatC
Ara-2A,bipA
Ara-2A,yihN
Ara-2A,yihW
Ara-2A,yiiE
Ara-2A,fdoG
Ara-2A,kdgT
Ara-2A,cpxA
Ara-2A,hslU
Ara-2A,hslU
Ara-2A,ftsN
Ara-2A,metL
Ara-2A,argB
Ara-2A,nudC
Ara-2A,zraR
Ara-2A,purD
Ara-2A,purH
Ara-2A,purH
Ara-2A,iclR
Ara-2A,iclR
Ara-2A,iclR
Ara-2A,metH
Ara-2A,metH
Ara-2A,yjbC
Ara-2A,yjbH
Ara-2A,yjbM
Ara-2A,alr
Ara-2A,alr
Ara-2A,uvrA
Ara-2A,uvrA
Ara-2A,nrfB
Ara-2A,nrfE
Ara-2A,nrfE
Ara-2A,yjcR
Ara-2A,alsB
Ara-2A,phnM
Ara-2A,phnE
Ara-2A,phnC
Ara-2A,yjdA
Ara-2A,yjdA
Ara-2A,melB
Ara-2A,melB
Ara-2A,cadA
Ara-2A,cadC
Ara-2A,dsbD
Ara-2A,efp
Ara-2A,ampC
Ara-2A,mutL
Ara-2A,hflK
Ara-2A,rnr
Ara-2A,yjfK
Ara-2A,ECB_04076
Ara-2A,ytfM
Ara-2A,yjfF
Ara-2A,yjgL
Ara-2A,valS
Ara-2A,ECB_04148
Ara-2A,yis1
Ara-2A,sgcX
Ara-2A,fimI
Ara-2A,fimI
Ara-2A,fimF
Ara-2A,fimH
Ara-2A,yjiD
Ara-2A,hsdM
Ara-2A,hsdR
Ara-2A,hpaB
Ara-2A,hpaA
Ara-2A,hpaD
Ara-2A,hpaE
Ara-2A,yjjM
Ara-2A,leuV
Ara-2A,nadR
Ara-2A,slt
Ara-2B,thrA
Ara-2B,thrA
Ara-2B,yaaJ
Ara-2B,insL-1
Ara-2B,insL-1
Ara-2B,ispH
Ara-2B,rihC
Ara-2B,carA
Ara-2B,carB
Ara-2B,caiC
Ara-2B,caiA
Ara-2B,yabF
Ara-2B,araD
Ara-2B,yabJ
Ara-2B,ftsI
Ara-2B,ftsI
Ara-2B,ftsA
Ara-2B,yacA
Ara-2B,coaE
Ara-2B,nadC
Ara-2B,ampD
Ara-2B,aceE
Ara-2B,speE
Ara-2B,gcd
Ara-2B,htrE
Ara-2B,yadQ
Ara-2B,dgt
Ara-2B,rpsB
Ara-2B,uppS
Ara-2B,yaeL
Ara-2B,lpxA
Ara-2B,tilS
Ara-2B,yaeB
Ara-2B,yafT
Ara-2B,yagR
Ara-2B,yagX
Ara-2B,ykgK
Ara-2B,ykgM
Ara-2B,ykgE
Ara-2B,ykgG
Ara-2B,prpD
Ara-2B,codA
Ara-2B,lacZ
Ara-2B,mhpA
Ara-2B,mhpC
Ara-2B,mhpF
Ara-2B,yaiT
Ara-2B,ampH
Ara-2B,yaiY
Ara-2B,phoA
Ara-2B,rdgC
Ara-2B,sbcC
Ara-2B,yajO
Ara-2B,ppiD
Ara-2B,mdlB
Ara-2B,mdlB
Ara-2B,maa
Ara-2B,kefA
Ara-2B,kefA
Ara-2B,ybaL
Ara-2B,cueR
Ara-2B,ybbD
Ara-2B,gcl
Ara-2B,sfmD
Ara-2B,intD
Ara-2B,ECB_00490
Ara-2B,cusS
Ara-2B,cusC
Ara-2B,cusA
Ara-2B,pheP
Ara-2B,fepE
Ara-2B,entB
Ara-2B,cstA
Ara-2B,ybdH
Ara-2B,ybdQ
Ara-2B,rna
Ara-2B,rna
Ara-2B,citG
Ara-2B,citE
Ara-2B,citA
Ara-2B,mrdA
Ara-2B,gltL
Ara-2B,ECB_00624
Ara-2B,nagC
Ara-2B,nagB
Ara-2B,nagE
Ara-2B,potE
Ara-2B,ybfC
Ara-2B,ybgP
Ara-2B,ybgQ
Ara-2B,sucD
Ara-2B,hrsA
Ara-2B,hrsA
Ara-2B,modF
Ara-2B,modC
Ara-2B,ybhH
Ara-2B,ybhI
Ara-2B,ECB_00733
Ara-2B,ECB_00735
Ara-2B,ECB_00735
Ara-2B,bioB
Ara-2B,bioC
Ara-2B,uvrB
Ara-2B,moaC
Ara-2B,ybhF
Ara-2B,ybhG
Ara-2B,mntR
Ara-2B,ybiY
Ara-2B,fsa
Ara-2B,cmr
Ara-2B,ECB_00833
Ara-2B,potF
Ara-2B,potF
Ara-2B,artQ
Ara-2B,ybjT
Ara-2B,ybjE
Ara-2B,aqpZ
Ara-2B,aat
Ara-2B,cydD
Ara-2B,lrp
Ara-2B,ftsK
Ara-2B,pflB
Ara-2B,ycaO
Ara-2B,ycbJ
Ara-2B,ycbC
Ara-2B,smtA
Ara-2B,ssuA
Ara-2B,ycbS
Ara-2B,ycbF
Ara-2B,ycbF
Ara-2B,yccS
Ara-2B,helD
Ara-2B,yccT
Ara-2B,yccW
Ara-2B,hyaE
Ara-2B,appB
Ara-2B,appB
Ara-2B,yccZ
Ara-2B,yccZ
Ara-2B,yccZ
Ara-2B,torS
Ara-2B,torS
Ara-2B,torC
Ara-2B,putA
Ara-2B,ycdO
Ara-2B,ycdR
Ara-2B,ycdW
Ara-2B,ycdY
Ara-2B,ycdZ
Ara-2B,mdoG
Ara-2B,yceE
Ara-2B,yceE
Ara-2B,rne
Ara-2B,fhuE
Ara-2B,fhuE
Ara-2B,ycfJ
Ara-2B,ycfT
Ara-2B,ycgE
Ara-2B,ycgH
Ara-2B,ycgB
Ara-2B,narG
Ara-2B,adhE
Ara-2B,oppD
Ara-2B,yciO
Ara-2B,yciL
Ara-2B,sohB
Ara-2B,topA
Ara-2B,acnA
Ara-2B,yciR
Ara-2B,sapA
Ara-2B,sapA
Ara-2B,aldH
Ara-2B,ordL
Ara-2B,ycjM
Ara-2B,ycjV
Ara-2B,ogt
Ara-2B,abgB
Ara-2B,intR
Ara-2B,recE
Ara-2B,trkG
Ara-2B,ECB_01342
Ara-2B,ynaF
Ara-2B,ydbD
Ara-2B,hrpA
Ara-2B,ydcF
Ara-2B,ydcJ
Ara-2B,yncA
Ara-2B,ansP
Ara-2B,rhsE
Ara-2B,yddE
Ara-2B,narZ
Ara-2B,fdnG
Ara-2B,fdnG
Ara-2B,fdnG
Ara-2B,yddP
Ara-2B,yddP
Ara-2B,yddP
Ara-2B,yddS
Ara-2B,dos
Ara-2B,yddV
Ara-2B,yddW
Ara-2B,pqqL
Ara-2B,ydeN
Ara-2B,yneA
Ara-2B,tam
Ara-2B,yneH
Ara-2B,ydeE
Ara-2B,dcp
Ara-2B,ydfQ
Ara-2B,ynfD
Ara-2B,ynfE
Ara-2B,ynfF
Ara-2B,asr
Ara-2B,uidB
Ara-2B,uidA
Ara-2B,malX
Ara-2B,malX
Ara-2B,rnfC
Ara-2B,rnfC
Ara-2B,rnfD
Ara-2B,pdxY
Ara-2B,ydhA
Ara-2B,nemA
Ara-2B,ydhO
Ara-2B,sodB
Ara-2B,ydhQ
Ara-2B,pykF
Ara-2B,ydiJ
Ara-2B,ydiF
Ara-2B,astB
Ara-2B,ynjC
Ara-2B,ydjA
Ara-2B,yeaI
Ara-2B,yeaI
Ara-2B,yeaJ
Ara-2B,yeaK
Ara-2B,yeaN
Ara-2B,yeaV
Ara-2B,yeaV
Ara-2B,fadD
Ara-2B,yeaY
Ara-2B,yoaE
Ara-2B,manX
Ara-2B,yebO
Ara-2B,prc
Ara-2B,prc
Ara-2B,yebS
Ara-2B,yebS
Ara-2B,yebT
Ara-2B,yebU
Ara-2B,yebZ
Ara-2B,ptrB
Ara-2B,zwf
Ara-2B,yebA
Ara-2B,torZ
Ara-2B,torZ
Ara-2B,yecT
Ara-2B,flhA
Ara-2B,flhB
Ara-2B,flhB
Ara-2B,motA
Ara-2B,otsA
Ara-2B,otsA
Ara-2B,araH
Ara-2B,araG
Ara-2B,araG
Ara-2B,yecA
Ara-2B,yecA
Ara-2B,uvrY
Ara-2B,yedU
Ara-2B,yeeJ
Ara-2B,yeeJ
Ara-2B,yeeO
Ara-2B,ECB_01906
Ara-2B,yeeA
Ara-2B,yeeF
Ara-2B,wcaG
Ara-2B,wcaC
Ara-2B,wzc
Ara-2B,wzc
Ara-2B,yegD
Ara-2B,yegM
Ara-2B,yegN
Ara-2B,yegN
Ara-2B,yegO
Ara-2B,yegO
Ara-2B,ECB_01999
Ara-2B,ECB_01999
Ara-2B,ECB_02003
Ara-2B,ECB_02003
Ara-2B,yehI
Ara-2B,yehS
Ara-2B,yehV
Ara-2B,yehX
Ara-2B,dld
Ara-2B,pbpG
Ara-2B,mglA
Ara-2B,mglB
Ara-2B,yeiB
Ara-2B,cirA
Ara-2B,yeiE
Ara-2B,nfo
Ara-2B,fruK
Ara-2B,setB
Ara-2B,yeiW
Ara-2B,yejF
Ara-2B,yejH
Ara-2B,yejO
Ara-2B,ccmA
Ara-2B,napH
Ara-2B,napH
Ara-2B,mqo
Ara-2B,rcsC
Ara-2B,rcsC
Ara-2B,atoB
Ara-2B,gyrA
Ara-2B,nrdA
Ara-2B,glpB
Ara-2B,yfbG
Ara-2B,yfbG
Ara-2B,arnT
Ara-2B,menC
Ara-2B,menD
Ara-2B,menF
Ara-2B,yfbL
Ara-2B,nuoC
Ara-2B,yfbQ
Ara-2B,yfcD
Ara-2B,yfcF
Ara-2B,hisM
Ara-2B,truA
Ara-2B,yfcJ
Ara-2B,yfcK
Ara-2B,mepA
Ara-2B,vacJ
Ara-2B,emrK
Ara-2B,evgA
Ara-2B,yfdZ
Ara-2B,ypdE
Ara-2B,ypdF
Ara-2B,yfeO
Ara-2B,yfeY
Ara-2B,eutL
Ara-2B,eutB
Ara-2B,nlpB
Ara-2B,hyfA
Ara-2B,hyfE
Ara-2B,hyfI
Ara-2B,hyfR
Ara-2B,hyfR
Ara-2B,hyfR
Ara-2B,ppx
Ara-2B,guaA
Ara-2B,yfgK
Ara-2B,pbpC
Ara-2B,sseA
Ara-2B,sseA
Ara-2B,sseB
Ara-2B,pepB
Ara-2B,pepB
Ara-2B,hscA
Ara-2B,hcaB
Ara-2B,hcaB
Ara-2B,hmpA
Ara-2B,yfhB
Ara-2B,lepB
Ara-2B,nadB
Ara-2B,yfiC
Ara-2B,yfiQ
Ara-2B,pheA
Ara-2B,recN
Ara-2B,gabP
Ara-2B,stpA
Ara-2B,nrdF
Ara-2B,ygaG
Ara-2B,ygaA
Ara-2B,ygbD
Ara-2B,hypF
Ara-2B,ascF
Ara-2B,ascF
Ara-2B,hypB
Ara-2B,pcm
Ara-2B,ispF
Ara-2B,yqcE
Ara-2B,ygcF
Ara-2B,ygcG
Ara-2B,pyrG
Ara-2B,mazG
Ara-2B,relA
Ara-2B,sdaC
Ara-2B,sdaB
Ara-2B,fucI
Ara-2B,ptr
Ara-2B,aas
Ara-2B,xdhA
Ara-2B,xdhB
Ara-2B,xdhB
Ara-2B,ygeX
Ara-2B,ygeX
Ara-2B,yqeA
Ara-2B,yqeB
Ara-2B,ygfK
Ara-2B,guaD
Ara-2B,ygfU
Ara-2B,lysS
Ara-2B,fldB
Ara-2B,ubiH
Ara-2B,pepP
Ara-2B,ygfG
Ara-2B,ygfH
Ara-2B,ygfH
Ara-2B,ygfH
Ara-2B,fbaA
Ara-2B,yggF
Ara-2B,gshB
Ara-2B,yggH
Ara-2B,ECB_02798
Ara-2B,yeeP
Ara-2B,flu
Ara-2B,yeeU
Ara-2B,yeeU
Ara-2B,ECB_02815
Ara-2B,ECB_02816
Ara-2B,ECB_02819
Ara-2B,ECB_02838
Ara-2B,yghJ
Ara-2B,yghK
Ara-2B,glcG
Ara-2B,glcF
Ara-2B,ECB_02857
Ara-2B,yghS
Ara-2B,hybD
Ara-2B,hybB
Ara-2B,hybA
Ara-2B,parC
Ara-2B,tolC
Ara-2B,tolC
Ara-2B,ygiD
Ara-2B,yqiG
Ara-2B,yqiG
Ara-2B,yqiH
Ara-2B,rfaE
Ara-2B,cca
Ara-2B,rpoD
Ara-2B,ebgR
Ara-2B,ebgA
Ara-2B,ygjK
Ara-2B,ygjK
Ara-2B,fadH
Ara-2B,ygjO
Ara-2B,uxaA
Ara-2B,uxaC
Ara-2B,yhaM
Ara-2B,yhaM
Ara-2B,yhaO
Ara-2B,garP
Ara-2B,garD
Ara-2B,agaR
Ara-2B,agaY
Ara-2B,agaC
Ara-2B,agaD
Ara-2B,yraJ
Ara-2B,yraK
Ara-2B,yraM
Ara-2B,yraM
Ara-2B,yhbU
Ara-2B,yhbV
Ara-2B,yhbV
Ara-2B,mtr
Ara-2B,deaD
Ara-2B,pnp
Ara-2B,rbfA
Ara-2B,infB
Ara-2B,yhbX
Ara-2B,yhbX
Ara-2B,yrbI
Ara-2B,yrbK
Ara-2B,gltB
Ara-2B,gltB
Ara-2B,panF
Ara-2B,rrlD
Ara-2B,rpsD
Ara-2B,rplC
Ara-2B,gspD
Ara-2B,gspO
Ara-2B,bfd
Ara-2B,chiA
Ara-2B,slyD
Ara-2B,yhfG
Ara-2B,nirB
Ara-2B,nirC
Ara-2B,yhfQ
Ara-2B,mrcA
Ara-2B,mrcA
Ara-2B,feoB
Ara-2B,gntT
Ara-2B,malT
Ara-2B,rtcA
Ara-2B,rtcR
Ara-2B,glpG
Ara-2B,yzgL
Ara-2B,glgA
Ara-2B,glgX
Ara-2B,gntR
Ara-2B,yhhW
Ara-2B,yhhX
Ara-2B,yhhZ
Ara-2B,ggt
Ara-2B,yhhS
Ara-2B,yhhT
Ara-2B,rhsB
Ara-2B,arsB
Ara-2B,arsC
Ara-2B,yhiD
Ara-2B,yhiU
Ara-2B,kdgK
Ara-2B,yhjJ
Ara-2B,yhjJ
Ara-2B,yhjK
Ara-2B,yhjN
Ara-2B,yhjQ
Ara-2B,yhjQ
Ara-2B,dppD
Ara-2B,dppA
Ara-2B,yhjY
Ara-2B,yiaH
Ara-2B,xylG
Ara-2B,yiaO
Ara-2B,sgbE
Ara-2B,yiaY
Ara-2B,rhsA
Ara-2B,lldP
Ara-2B,yibQ
Ara-2B,yibD
Ara-2B,yibD
Ara-2B,waaA
Ara-2B,spoT
Ara-2B,yicH
Ara-2B,ECB_03519
Ara-2B,yicO
Ara-2B,glvBC
Ara-2B,yidB
Ara-2B,gyrB
Ara-2B,yieG
Ara-2B,yieH
Ara-2B,bglB
Ara-2B,pstC
Ara-2B,gidB
Ara-2B,gidA
Ara-2B,kup
Ara-2B,yieP
Ara-2B,gppA
Ara-2B,rffG
Ara-2B,yifK
Ara-2B,yifK
Ara-2B,uvrD
Ara-2B,rarD
Ara-2B,rarD
Ara-2B,ECB_03709
Ara-2B,ECB_03710
Ara-2B,ECB_03714
Ara-2B,ECB_03722
Ara-2B,tatD
Ara-2B,trkH
Ara-2B,hemN
Ara-2B,yihL
Ara-2B,yihN
Ara-2B,yihQ
Ara-2B,yihQ
Ara-2B,yihS
Ara-2B,fdhD
Ara-2B,rhaD
Ara-2B,kdgT
Ara-2B,kdgT
Ara-2B,glpK
Ara-2B,glpF
Ara-2B,hslU
Ara-2B,hslU
Ara-2B,ECB_03822
Ara-2B,yijF
Ara-2B,rpoC
Ara-2B,thiE
Ara-2B,rsd
Ara-2B,arpA
Ara-2B,iclR
Ara-2B,yjbB
Ara-2B,yjbC
Ara-2B,yjbF
Ara-2B,yjbH
Ara-2B,malG
Ara-2B,lamB
Ara-2B,yjbI
Ara-2B,aphA
Ara-2B,uvrA
Ara-2B,actP
Ara-2B,gltP
Ara-2B,phnD
Ara-2B,phnD
Ara-2B,phnC
Ara-2B,yjcZ
Ara-2B,proP
Ara-2B,proP
Ara-2B,adiA
Ara-2B,dcuS
Ara-2B,yjdL
Ara-2B,frdD
Ara-2B,yjeA
Ara-2B,yjeM
Ara-2B,yjeP
Ara-2B,yjeP
Ara-2B,psd
Ara-2B,mutL
Ara-2B,mutL
Ara-2B,cycA
Ara-2B,ytfH
Ara-2B,cysQ
Ara-2B,ytfR
Ara-2B,ytfT
Ara-2B,mpl
Ara-2B,nrdD
Ara-2B,treC
Ara-2B,treC
Ara-2B,treB
Ara-2B,yjgK
Ara-2B,yjgP
Ara-2B,yjgQ
Ara-2B,yjgR
Ara-2B,fecA
Ara-2B,ECB_04162
Ara-2B,fimE
Ara-2B,hsdS
Ara-2B,yjiX
Ara-2B,hpaA
Ara-2B,yjjM
Ara-2B,yjjM
Ara-2B,dnaC
Ara-2B,yjjP
Ara-2B,leuP
Ara-2B,prfC
Ara-2B,yjjI
Ara-2B,yjjI
Ara-2B,deoC
Ara-2B,nadR
Ara-2B,nadR
Ara-2B,trpR
Ara-2B,gpmB
Ara-2B,arcA
Ara-2B,lasT
Ara-3A,thrA
Ara-3A,yaaH
Ara-3A,caiA
Ara-3A,djlA
Ara-3A,setA
Ara-3A,ddl
Ara-3A,speE
Ara-3A,fhuB
Ara-3A,proS
Ara-3A,yafE
Ara-3A,insB-2
Ara-3A,ECB_00212
Ara-3A,fadE
Ara-3A,yagU
Ara-3A,yaiW
Ara-3A,psiF
Ara-3A,yajB
Ara-3A,secF
Ara-3A,tig
Ara-3A,ylaC
Ara-3A,gsk
Ara-3A,ybaL
Ara-3A,ylbF
Ara-3A,ybcQ
Ara-3A,ECB_00512
Ara-3A,nfrA
Ara-3A,entD
Ara-3A,entE
Ara-3A,entE
Ara-3A,cstA
Ara-3A,citA
Ara-3A,ybeF
Ara-3A,mrdB
Ara-3A,ECB_00624
Ara-3A,ybfB
Ara-3A,ybgQ
Ara-3A,gltA
Ara-3A,gltA
Ara-3A,galT
Ara-3A,modA
Ara-3A,ybhJ
Ara-3A,ECB_00733
Ara-3A,ECB_00735
Ara-3A,bioC
Ara-3A,ybhQ
Ara-3A,ybhF
Ara-3A,ybhF
Ara-3A,ybiB
Ara-3A,ECB_00825
Ara-3A,ECB_00845
Ara-3A,ltaE
Ara-3A,infA
Ara-3A,ycaK
Ara-3A,ycbL
Ara-3A,ompF
Ara-3A,ycbT
Ara-3A,agp
Ara-3A,ycdZ
Ara-3A,csgG
Ara-3A,yceE
Ara-3A,flgE
Ara-3A,flgF
Ara-3A,flgG
Ara-3A,flgK
Ara-3A,ycfM
Ara-3A,mfd
Ara-3A,ycgG
Ara-3A,ychM
Ara-3A,ldrC
Ara-3A,topA
Ara-3A,goaG
Ara-3A,dbpA
Ara-3A,trkG
Ara-3A,feaB
Ara-3A,feaB
Ara-3A,feaB
Ara-3A,ynbD
Ara-3A,acpD
Ara-3A,ydcK
Ara-3A,narW
Ara-3A,yddG
Ara-3A,marA
Ara-3A,ECB_01510
Ara-3A,ECB_01528
Ara-3A,ydfE
Ara-3A,ynfH
Ara-3A,ydhK
Ara-3A,ydhQ
